,Unnamed: 0.1,Unnamed: 0,DBRECORDID,TITLE,ABSTRACT,LANGUAGE,cosine_scores,Relevance_Point
28,28,330733,M148704,Les fractures de fatigue. A propos de 8 cas.,"Eight cases of fatigue fracture were observed by the authors. In two patients, they presented in metatarsal bones; others were in the lower end of the tibia, in the shaft of the fibula, in the patella, at the upper end of the fibula, in the shaft to the tibia and in the neck of the femur. The main features of these fractues, which occurred in previously intact bones, are reviewed. The role of previous muscle imbalance, or metabolic disturbance, (by age or in pregnancy) is discussed. Good results were obtained by simple immobilization. Surgery may be indicated in the two situations: 1. To eliminate the possibility of a bone tumour by biopsy and, 2. For internal fixation in special sites such as the femoral neck to avoid coxa vara or when healing is very slow, as occurs particularly in the femoral shaft.",fre,0.6051115738181595,3
29,29,1060348,M898110,Schlafstörungen und Kopfschmerzen beim Problempatienten.,,ger,0.6034217345741907,2
30,30,1091236,M929019,Fatigue osseuse et fractures lentes.,,fre,0.6023972972548385,3
31,31,1875372,M1714426,"49jähriger Patient mit Fieberschüben, Gewichtsverlust, Arthralgien und Abdominaltumor.",,ger,0.6023528982621525,1
32,32,1068801,M906571,Zum Auftreten von Ventilationsstörungen im Krankheitsverlauf der chronischen Bronchitis.,,ger,0.6009880660534813,1
33,33,845963,M670896,Elektrolyt- und Kollagengehalt im Rattenherzen bei chronischem Magnesium-Mangel and Stress.,"In chronic Mg-deficiency, there is a decrease in the content of Mg and K+ in the heart muscle. The contents of Ca, Na+ and hydroxyproline increase. There is also an increased urinary excretion of adrenaline and especially noradrenaline. With simultaneous noise stress, these changes are even greater. The magnitude of the changes increases with the degree of Mg-deficiency. The changes in the contents of Na+, K+, Ca, Mg and hydroxyproline correlate with the excretion of noradrenaline. The increase in the collagen content can be verified by electron microscopy, and it is due to a stimulation of the fibrocytes.",ger,0.600275354417714,1
34,34,1092366,M930149,Die irritative berufliche Staubbelastung--ein Risikofaktor in der Atiopathogenese  der chronischen Bronchitis.,,ger,0.600166586313139,1
35,35,1371814,M1210527,E1The question of stress cardiac insufficiency in hypertension.,"In a group  of 91 patients with hypertensive vascular disease without any clinical symptoms and signs of cardiac insufficiency following pressures were measured at rest and during supine bicycle ergometer exercise: right atrial pressure, pulmonary artery pressure and pulmonary capillary wedge pressure (PCP). Cardiac output was measured by thermodilution at rest and during exercise. In 47 patients out of these 91 PCP was found to be normal and did not exceed 20 mm Hg during exercise, the remaining 44 patients developed pathologically raised PCP during exercise. The average cardiac output was normal at rest und during exercise. Those pathological PCP during exercise, which could be demonstrated in nearly 50% of all investigated hypertensive patients, reflect an elevation of left ventricular filling pressure, the reasons of which are briefly discussed.",ger,0.600044834766878,1
36,36,1060347,M898109,Kopfschmerz und Schlafstörungen beim Problempatienten.,,ger,0.5998427092072848,3
37,37,1957103,M1796350,Fehlende Ermüdung der Muskulatur bei Patienten nach Immobilisation--ein Paradoxon?,"The isometric strength of knee extensors was measured in patients six weeks after cruciate ligament surgery over a contraction period of 30 sec. The characteristics of the graph obtained form the measurement system were compared to the graphs of uninjured knee extensor muscles. Apart from strength reductions, as expected for atrophic muscle, the pattern of the strength graph led to the impression that these muscles did not fatigue during prolonged contraction. This paradoxical phenomenon can be explained by the existence of central inhibitory mechanisms.",ger,0.5970948508485232,2
38,38,206319,M22292,Ulcére de stress.,,fre,0.5945239526595771,1
39,39,562210,M386448,"Effets de divers paliers de pression positive expiratoire sur l'hématose, le shunt et la compliance pulmonaire statique totale dans le syndrome de détresse respiratoire de l'adulte.","This study points out that in acute respiratory distress syndrome, the positive end-expiratory pressure (PEEP) had in every case the same action on functional residual capacity and static lung compliance. However its results on PaO2, PaCO2 and circulation are often different from patient to patient according also to the different levels of PEEP. The level of optimal PEEP is that which opens the largest number of alveoli; it is better defined by the value of PaO2 on 100% oxygen than by static compliance.",fre,0.5937310276751796,1
40,40,1433652,M1272488,Zur Lern- und Konzentrationsfähigkeit von Patienten in höherem Lebensalter mit depressivem syndrome bei cerebralen Durchbutungsstäorungen,,ger,0.5935456554345826,1
41,41,1263437,M1101571,Beeinflussen Schwere und Dauer der rheumatoiden Arthritis die Lungenventilation?,"Pulmonary ventilation was studied in 100 patients with rheumatoid arthritis of an outpatient clinic, using whole-body plethysmography, spirography, and pneumometry. The patients with more or less severe joint involvement, as well as the patients with shorter or longer duration of their disease, did not show any significant difference in their dynamic and static pulmonary fuction. Patients with serious joint destructions showed a bronchial obstruction in 29%. 36 patients who were treated with thioglucose gold had a significantly better expiration capacity. A causal connection with the underlying disease is discussed. Further examinations should take therapeutic procedures and longitudinal studies into consideration. It is doubtful that significant restriction of ventilation is present in rheumatoid-arthritis. Methodically there was a good argreement between whole body plethysmography and pneumometry.",ger,0.5931397803689578,1
42,42,685210,M510066,Der periproktitische Abscess als Symptom der medikamentös induzierten Agranulocytose.,,ger,0.5929064138227986,1
43,43,161866,M28321453,Rückenschmerzen und akute Dyspnoe – eine außergewöhnliche Ursache.,,ger,0.5927636418597444,1
44,44,1159985,M997826,Das Raynaud Phänomen bei chronischer Polyarthritis,,ger,0.5925871114046037,1
45,45,318372,M136143,Das Raynaud Phänomen bei chronischer Polyarthritis,,ger,0.5925871114046037,1
46,46,462948,M282930,Les myalgies par crispation musculaire.,,fre,0.5907881741416827,1
47,47,319715,M137516,Algies et dysfonctionnements de l'articulation temporo-mandibulaire,,fre,0.5881596937127667,1
48,48,396394,M216085,Amaigrissement des obèses et fatigue. Etude des performances musculaires et évolution pondérale.,,fre,0.5877672639377529,3
49,49,1214841,M1052888,Effects de la pollution atmosphérique sur les symptômes respiratoires et la fonction pulmonaire.,,fre,0.584667003737608,1
50,50,453320,M273284,L'articulation temporo-mandibulaire. Traitment de l'hyperfonction musculaire dans le syndrome algo-dysfonctionnel de l'appareil manducateur.,,fre,0.5843707257892399,1
51,51,1916489,M1755558,Syndrome douloureux abdominal pseudochirurgical lors d'une hypertension artérielle pulmonaire primitive.,"The case is reported of a 49-year-old chronic alcoholic woman, who presented with severe pulmonary arterial hypertension (PAH) mimicking as an acute abdomen. She was admitted with right-sided hypochondrial abdominal pain and hepatomegaly, with a moderate jaundice. On admission to intensive care unit, she had an arterial blood pressure of 110/70 mmHg, a heart rate of 100 b.min-1, and a respiratory rate of 36 c.min-1. An electrocardiogram showed sinus rhythm and right-sided heart failure. Whilst breathing 6 l.min-1 oxygen, her arterial blood gases were: PaO2 47 mmHg PaCO2 29 mmHg. Severe PAH was confirmed by measuring her mean pulmonary arterial pressure, which was 46 mmHg, whilst her pulmonary wedge pressure was 7 mmHg. Hepatic function was also altered: total bilirubin 41 mumol.l-1, alkaline phosphatase 145 UI.l-1 and gamma glutamyl transferase 1 340 UI.l-1. She developed arterial hypotension, which did not respond to increasing doses of isoproterenol. She died on the third day. Necropsy confirmed the diagnosis of primary PAH, with acute ""cardiac liver"".",fre,0.5834921756269804,1
52,52,477826,M297814,Occlusion et algies oro-faciales.,,fre,0.5833985908629377,1
53,53,1755843,M1594826,"Céphalées, pyrexie et troubles de comportement.Lymphome.",,fre,0.5830255591064851,1
54,54,340164,M158203,Les fractures de fatigue de la rotule chez l'infirme moteur d'origine cérébrale.,"Amongst approximately 1 500 spastic children under treatment, the authors have seen three cases of fatigue fracture of the patella. One patient was spastic and two others were athetotic. The fatigue fractures can be explained by a flexed knee gait aggravated by a contracture of the hamstring tendons. No fracture was seen in patients treated by Egger's operation. It is concluded that this procedure both prevents and cures fatigue fracture of the patella.",fre,0.5817210663749585,3
55,55,1381757,M1220527,"Stress, caractéristiques psychologiques et variables respiratoires","This study compares the respiratory reactions of 40 normal subjects and 40 coronary patients. The respiratory measures are taken under stress and under normal situations. The psychological features of the eighty subjects are known; they are drawn from a test battery implementing the MMPI, the ABV and the DS. The study is meant to identify the interaction between the psychological and bioclinical measures. The bioclinical measures comprise several respiratory parameters: they are taken under mental and physical stress.",fre,0.5796794441296796,2
56,56,1308883,M1147559,Les dérèglements de la vasomotricité coronarienne dans le déterminisme de l'angine de poitrine et des accidents cardio-circulatoires. L'athérogénèse d'origine vasomotrice,,fre,0.5793156173183023,2
57,57,608148,M432979,"Emotion, inhibition, asthme.",,fre,0.5792871121247946,1
58,58,1462058,M1300916,Syndrome d'apnées obstructives du sommeil de l'adulte et risque cardiovasculaire.,"Sleep obstructive apnea syndrome (SOAS) is a common condition with a strong male predominance. Its incidence is more than 1 percent in the population as a whole. It exists in snorers. Both snoring and SOAS are linked to the presence of abnormalities (congenital or acquired) of the upper respiratory tract. The nocturnal cardiovascular consequences of SOAS are directly linked to apnea. Bradycardia occurs during apnea and tachycardia when ventilation restarts. Paroxysmal nocturnal hypertension is a constant feature. Even in individuals who are normotensive during the day, each restarting of ventilation is accompanied by peaking of blood pressure. The pulmonary artery pressure curve follows that of systemic blood pressure. Complications begin when SOAS has been present for several years: 1) Chronic: permanent systemic hypertension is common (56 percent of SOAS). It is often refractory to antihypertensive treatment. 2) Acute: the onset of myocardial infarction and of cerebrovascular accidents explains the heavy mortality of SOAS (37 percent at 8 years in untreated individuals with a number of episodes of apnea exceeding 20 per hour of sleep). Other acute complications are less common: acute pulmonary edema, nocturnal sudden death. These events may be prevented by treatment suppressing apnea: actuarial survival curves are then superimposable upon those of the population as a whole. Thus SOAS is a cardiovascular risk factor which is remarkably reversible by specific treatment, though which most often passes unrecognized.",fre,0.5787882579508768,1
59,59,1091246,M929030,"Troubles de la vigilance, du sommeil et de la fonction respiratoire dans la maladie de Steinert.","36 night sleep recordings were carried out on 15 patients suffering from myotonia dystrophica. 9 of these patients complained of diurnal hypersomnia. 10 patients had a disturbance of night sleep with a reduction of REM sleep sometimes associated with interruption of the recording with an increase in the light stages of sleep or alternatively with an increase of REM sleep with a reduction in the latency period of the first paradoxical sleep or with narcoleptic elements. 13 patients had abnormally early abolition of chin EMG activity, almost on falling asleep. 11 cases had pathological apnoeic episodes during sleep and in 9 of the 10 patients who underwent respiratory function studies there was a restrictive airways defect. In addition 9 had frank hypoxia without hypercapnia and 4 a right to left shunt. 3 clinically unaffected patients but with affected relatives were also investigated, 2 were found to have sleep disturbances 1 of which was associated with early abolition of tone.",fre,0.5779787229201897,2
60,8,450967,M270931,The effects of exercise-training on the development of fatigue.,,eng,0.8830908941639809,3
61,16,1789482,M1628478,Chronic fatigue syndrome.,"Chronic Fatigue Syndrome appears to represent a spectrum of disorders in which a variety of pathophysiological mechanisms may operate. While the initiating event in the majority of patients is a pyrexial illness, possibly due to enterovirus infection, evidence of persisting infection or inflammatory changes in muscle and/or brain remain unconvincing. CFS patients display a definite reduced aerobic work capacity compared to normal control subjects, but this may reflect a state of deconditioning resulting from prolonged physical inactivity. They also have an altered perception of their level of exertion and premorbid fitness. The characteristic fluctuation in symptoms, with periods of relapses and partial remissions, may indicate that some central disorder of sensory perception is operational. It may be that a primary sleep disorder results in a reduced sensory threshold for afferent stimuli from muscle. This could well account for many of the subjective symptoms which patients experience. Much more research is clearly necessary if we are to achieve a better understanding of this distressing and at present enigmatic disorder.",eng,0.8820086525540238,5
62,17,1780349,M1619343,Chronic fatigue syndrome.,"The chronic fatigue syndrome (CFS) is a poorly understood condition with nonspecific signs and symptoms, especially debilitating fatigue. Most patients can pinpoint the onset of their illness and usually describe a flu-like state. The search for an etiologic agent has focused on a number of viruses such as Epstein-Barr, enteroviruses, retroviruses, and human herpesvirus-6. Evidence supports persistent viral infection in a small percentage of CFS patients. Immunologic abnormalities do exist in CFS, which indicate the presence of immune activation in CFS patients. Although abnormal muscle biopsies have been found in some patients with CFS, strength and endurance appear normal, but perception of exertion may be abnormal. Patients with chronic fatigue have a high incidence of premorbid and concurrent psychiatric disorders, and on physical examination many often have reproducible tender points similar to fibromyalgic patients. Clinical evaluation should rule out other potential causes of fatigue, but elaborate diagnostic tests are seldom required. Presently, no specific treatment exists for CFS. A cognitive behavioral approach with or without the use of tricyclics has been advocated. Patients should be encouraged to maintain functional status and should not be discouraged from exercise. Several medications have been tried but with no definite clinical benefit.",eng,0.8820086525540238,5
63,18,1771468,M1610457,Chronic fatigue syndrome.,,eng,0.8820086525540238,5
64,19,1747558,M1586539,Chronic fatigue syndrome.,,eng,0.8820086525540238,5
65,30,176025,M27443156,Therapie der Fatigue bei Multipler Sklerose : Ein Behandlungsalgorithmus.,"Background!#!Fatigue is one of the most frequent symptoms of multiple sclerosis (MS) and one of the main reasons for underemployment and early retirement. The mechanisms of MS-related fatigue are unknown but comorbid disorders play a major role. Anemia, diabetes, side effects of medication and depression should be ruled out. Moreover, excessive daytime sleepiness (EDS) should be differentiated from fatigue. No approved medicinal therapy of MS fatigue is currently available.!##!Objective!#!Presentation of current treatment strategies with a particular focus on secondary fatigue due to sleep disorders.!##!Material and methods!#!A review of the literature was carried out.!##!Results and conclusion!#!All MS patients suffering from fatigue should be questioned with respect to EDS and if necessary sleep medical investigations should be carried out; however, pure fatigue without accompanying EDS can also be caused by a sleep disorder. Medications, particularly freely available antihistamines, can also increase fatigue. Furthermore, anemia, iron deficits, diabetes and hypothyroidism should be excluded. Self-assessment questionnaires show an overlap between depression and fatigue. Several studies have shown that cognitive behavioral therapy and various psychotherapeutic measures, such as vertigo training, progressive exercise training and individualized physiotherapy as well as fatigue management interventions can lead to a significant improvement of MS-related fatigue. There is currently no medication which is suitable for treatment of fatigue, with the exception of fampridine for the treatment of motor functions and motor fatigue.",ger,0.6051001824111861,3
66,34,1437036,M1275872,Ein Beitrag zur Differentialdiagnose beim chronischen posttraumatischen Kopfschmerz,,ger,0.6005330302936526,1
67,39,1915900,M1754969,Kardiovaskuläre Ursachen abnormer Ermüdbarkeit.,"Excess fatigue is a common symptom of many chronic cardiovascular disorders with low cardiac output. Impairment of skeletal muscle function due to metabolic alterations seems to play a major role. In heart failure fatigue is a predominant symptom. It may be an early symptom on diseases with slow but progressive inhibition of blood flow, i.e. in constrictive pericarditis, pulmonary hypertension or mitral valve stenosis. Excess fatigue as a precursor of myocardial infarction is being discussed. Finally fatigue may be a limiting side effect of diuretic and beta-blocking agents.",ger,0.5968497266042961,3
68,41,1361629,M1200340,Die Therapie der Atemstörung beim schweren Thoraxtrauma,"The use of artificial ventilation versus conservative treatment in 101 patients with severe chest injuries is reconsidered, because major ventilation therapy carries a high incidence of complications. This technique within the past few years has increasingly been replaced by differentiated conservative respiratory treatment. On the basis of a retrospective study it is concluded that under special conditions even the unstable chest accompanied by respiratory insufficiency may be treated successfully by this technique.",ger,0.5960164362033843,1
69,42,1355246,M1193952,Die Therapie der Atemstörung beim schweren Thoraxtrauma,,ger,0.5960164362033843,1
70,43,335180,M153178,Evolution de la compliance série du muscle isolé en fonction de la fatigue.,"Frog sartorius muscles are stretched at rest and during tetanic contractions, and series-compliance of normal muscle is compared to that of a fatigued one. The series-compliance is calculated from the parallel compliance and the active one. The compliance decreases when the tension increases and becomes quite constant for the highest levels of tension. These results are discussed on the basis of the sliding filaments theory.",fre,0.5959769739334609,2
71,45,1280022,M1118677,Atemmechanik und Belastungsdyspnoe bei Silikose,"Mechanics of breathing as studied in patients with different stages of silicosis in rest and during exercise show the following: dynamic compliance and work against elastic and viscous resistances could not be found to be decisive indices of exertion dyspnea. Evidence of exertion dyspnea could only be achieved by means of the ration VT/PT (VT equals tidal volume, PT equals tidal esophageal pressure). Exertion dyspnea was observed at less than 0,081 VT per cm H20 PT. In accordance with Campbell and Howell, dyspnea is seen as an inappropriateness between ventilation and pressure needed.",ger,0.5953416318973245,1
72,46,425284,M245234,La fatigue de l'infirmière. La charge musculaire dans le travail infirmier.,,fre,0.5947231349183253,2
73,55,1217306,M1055357,Dilatation aiguë gastrique et anorexie mentale,,fre,0.58419278731658,1
74,56,776606,M601527,Stress et aspects psycho-sociodynamiques.,,fre,0.582863468473863,1
75,58,768897,M593818,Les ulcères de stress chez les insuffisants respiratoires chroniques décompensés.,,fre,0.5803552547865619,1
76,59,1765124,M1604112,Syndrome parkinsonien familial avec athymhormie et hypoventilation.,"Five cases of parkinsonism with athymhormia observed in a single family are reported. Death caused by central respiratory disorders occurred after 6 to 8 years of progressive course. In 2 cases with autopsy, there was a severe neuronal loss predominant in the substantia nigra. Other brain stem nuclei (locus coeruleus, dorsal motor nucleus of the vagus nerve, nucleus of the tractus solitarius) were involved, as well as the striatum, pallidum and frontal cortex. No Lewy body was seen. In the surviving patient, positron emission tomography demonstrated, 4 years after the onset, a bilateral frontal hypometabolism. This disease is a rare variety of familial parkinsonism of dominant inheritance, already reported in 2 Canadian families by Perry et al. (1975) and Purdy et al. (1978) and in a family of West Virginia by Roy et al. (1988). The respiratory disorders can be explained by the involvement of the dorsal medullary nuclei. The peculiar neuropsychological disorder and motor slowing are best accounted for by the functional impairment of both motor and limbic striato-pallido-thalamo-frontal loops.",fre,0.5802838691003156,1
