,Unnamed: 0,DBRECORDID,TITLE,ABSTRACT,LANGUAGE,cosine_scores
38,1654243,M1493198,A statistical chronicle of tuberculosis in Canada: Part II. Risk today and control.,"This report marks over 50 years of publication by Statistics Canada of annual reports on Tuberculosis Statistics. These years have witnessed what has been described as a conquest of tuberculosis in Canada. To quote George Jasper Wherrett in the Miracle of the Empty Beds: One hundred years ago the word consumption (as tuberculosis was then called) struck horror in human hearts. Today, in the western world, it barely evokes any emotion save a too easy surprise that it still exists. This statistical chronicle of tuberculosis in Canada is divided into two parts. Part I: From the Era of Sanatorium Treatment to the Present pulls together data from yellowed-with-age reports on tuberculosis and vital statistics, historical accounts, and modern computer files, to document the changes in tuberculosis incidence and mortality over past decades to the present. Part II: Risk Today and Control takes a closer look at those most vulnerable to contracting tuberculosis. It also looks at the future, the need for maintaining and, indeed, strengthening vigilance, and the work yet to be done to eradicate tuberculosis in Canada. The fight against tuberculosis is far from over.",fre,0.7749322847917987
39,852809,M677742,Mesenteric and omental cysts in children. Report of eight cases and review of the literature.,,fre,0.7748766226719984
40,1795656,M1634659,An analysis of the writings of Janet Geister and Mary Roberts regarding the problems of private duty nursing.,"Fifty years ago there were two widely circulated nursing journals, each with a unique purpose and style. The Trained Nurse and Hospital Review was the privately owned older journal, and the American Journal of Nursing was the voice of the professional organization. Each journal was edited by a strong nursing leader, Janet Geister and Mary Roberts, respectively. Each editor had many years of service to the nursing profession in varied capacities. Naturally, each had distinctly different interests, visions, and styles of communication. These editors witnessed and commented on the change in the sphere of nursing practice from a private duty and public health orientation to one that eventually became dominated by the hospital. Although their approaches differed, both recognized the need for organization, versatility, and creative problem solving. However, the legacy of these leaders must be considered in view of the gap that continues to exist between practicing nurses and the American Nurses' Association leadership.",eng,0.7270658149129213
41,1579881,M1418800,"Evolution, not revolution. Primary nursing is the key to introducing successful discharge planning for elderly patients, argue Ann Hare and Penny Hillier.",,eng,0.725114431396998
42,980179,M817236,"Nutriton classics. Public Health Reports, Volume 56, 1941, pages 761-792. Domestic water and dental caries. II. A study of 2,832 white children, aged 12-14 years, of 8 suburban Chicago communities, including Lactobacillus acidophilus studies of 1,761 children. By H. Trendley Dean, Philip Jay, Francis A. Arnold, Jr., and Elias Elvove.",,eng,0.7147089498750856
43,460830,M280809,An interview with Wilfred A. Springer Jr. Convince patients first says new DSSNY president.,,eng,0.7118444088416105
44,430149,M250103,Health visiting study. A first baby: David completes the picture.,,eng,0.7114386270791417
45,1120235,M958030,"Married women doctors' training and re-employment schemes in the West Midlands Region, with particular reference to psychiatry.","The response of one region to the Department of Health and Social Security recommendations on re-employment of women doctors contained in H.M. 69(6) is described. In many specialities there has been an encouraging return of married women doctors to medical practice within the hospital service. In the field of psychiatry the experience in a local sub-regional training scheme suggests that graduates of a high calibre can be attracted back to this speciality on a part-time basis for training; the training has been acceptable for full qualification and the examination success rate is high; part-time appointments, including senior registrar and consultant posts, can be obtained; it would not appear that training need, in the first instance, be confined to those people working in a main teaching centre; the satisfactory resolution of any conflict between trainees' domestic and professional commitments is important, as is a flexible approach to the individual professional needs of the trainees. Such schemes appear to tap a valuable source of potential manpower which higherto has not been fully utilized.",eng,0.710473454236344
46,991619,M829339,"The National Health Service--two important speeches. 2. Speech by Sidney Hamburger, CBE, JP, Chairman of the North-western RHA, at the opening of an animal study course for members of health authorities.",,eng,0.710085644015435
47,511310,M331961,"Classic pages in obstetrics and gynecology. A treatise on the improvement of midwifery, chiefly with regard to the operation. To which are added fifty cases, selected from upwards of twenty-five years practice. Edmund Chapman. London, A. Blackwell et al., 1733.",,eng,0.7090491181696486
48,1775571,M1614561,Elegy for a way of life. A physician laments the changes in American medicine; with comment from deans at the state's four medical schools.,,eng,0.7081211020560072
49,473863,M293850,Characteristics of children suspected of being abused or neglected: study of thirteen year experience at Rhode Island Hospital leaves many questions unanswered.,,eng,0.7058441178360279
50,80229,M23721046,"Are institutions evil? An analysis, with a review of (Re)thinking violence in health care settings: a critical approach, edited by Dave Holmes, Trudy Rudge, and Amélie Perron.",,eng,0.7058087140256545
51,527358,M349795,"A discussion of Professor Alice P. Kenney's paper, ""The rhythm of life among the Hudson Valley Dutch in the eighteenth century"".",,eng,0.7055419310050672
52,878628,M703567,The Inner North London Study of Sudden Infant Death and its relevance for the community services.,,eng,0.7047777938316798
53,184160,M28326921,"Doing a Literature Review in Nursing, Health and Social Care (Second edition) Coughlan Michael and Cronin Patricia Doing a Literature Review in Nursing, Health and Social Care (Second edition) 184pp £19.99 Sage Publishing 9781412962049 1412962048 [Formula: see text].","This book provides a concise and informative guide to the process of literature review in nursing, health and social care, and is applicable to students and professionals.",eng,0.7046606814647858
54,1496059,M1334928,"Today I placed my father.... A gerontologic nurse faces her father's life, and death, away from home.",,eng,0.702874737486165
55,531013,M353593,"Nutrition Classics. The New England Journal of Medicine 239:911-3, 1948. Observations on the etiologic relationship of achylia gastrica to pernicious anemia. X. Activity of vitamin B12 as food (extrinsic) factor. By Lionel Berk, William B. Castle, Arnold D. Welch, Robert W. Heinle, Rudolf Anker, and Martin Epstein.",,eng,0.7019033316388735
56,941424,M768825,"Nutrition classics. The Journal of Dental Research, Volume Twelve, 1932, pages 149-159. The cause of mottled enamel. Margaret Cammack Smith, M.A., Ph.D., Edith Lantz, M.A., and Howard V. Smith.",,eng,0.7012263588028272
57,515658,M336691,"Der Marktschreier. The Quack Doctor. Engraving by William French after a painting by Gerard Dou. New Haven, Yale Medical Library, Clements C. Fry Collection. Reproduced with the aid of a grant from the Jerome Foundation, Saint Paul, Minnesota.",,eng,0.7002592431507406
58,1006024,M843768,"The making and breaking of affectional bonds. I. Aetiology and psychopathology in the light of attachment theory. An expanded version of the Fiftieth Maudsley Lecture, delivered before the Royal College of Psychiatrists, 19 November 1976.","An account is given of attachment theory as a way of conceptualizing the propensity of human beings to make strong affectional bonds to particular others and of explaining the many forms of emotional distress and personality disturbance, including anxiety, anger, depression and emotional detachment, to which unwilling separation and loss give rise. Though it incorporates much psychoanalytic thinking, many of its principles derive from ethology, cognitive psychology and control theory. It conforms to the ordinary criteria of a scientific discipline. Certain common patterns of personality development, both healthy and pathological, are described in these terms, and also some of the common patterns of parenting that contribute to them.",eng,0.6995494681674821
59,14278,M28378947,"Mones, A.G. (2014). Transforming troubled children, teens, and their families: An internal family systems model for healing. New York, NY: Routledge, 154 pp., $34.99.",,eng,0.6995277681323109
7,505663,M325930,Hypo- and hyperparathyrecoidismus in der schwangerschaft,"During pregnancy the maternal calcium metabolism is submitted to special loads. Overchallenging of the functional capacity of the parathyroid gland may evoke an insufficiency of the parathyroid gland which on its part induces a fetal secondary hyperparathyroidism. Therefore, the early diagnostic recognition of the insufficiency of the parathyroid gland is of importance, since (also in basic diseases known before pregnancy) now special therapeutic conditions are given. Maternal hyperparathyroidism leads to fetal hypoprarthyroidism with resulting developmental disturbances; it furthers the tendency to abortions and perinatal mortality. Epidemiological prospective investigations have shown that among the identified cases of oligo- or asymptomatic functional disturbances of the parathyroid glands there are very often women at an age, when they are capable of bearing children. This statement confirms the postule regularly to control serum calcium content during pregnancy. Objectifying the disturbed integrity of the calcium metabolism, therapeutic measures are necessary, the details of which are demonstrated according to own experiences. In such cases the cooperation between the gynaecologist being in charge of the pregnant woman and the internist working in the field of endocrinology is to be wished.",ger,0.7974584755568621
13,1185631,M1023527,[Results of the systematic control of tuberculosis in the People's Republic of Poland according to the development of the epidemiological data till 1975 (author's transl)].,"After the second World War a marked improvement of the epidemiological situation in the field of tuberculosis has been achieved in Poland. In 1952 the incidence of tuberculosis amounted to 490 per 1000 000 of the population; the prevalence to 1400. The mortality rate was 105.8 in 1950. In 1974 the incidence rate has been reduced to 81.4 (among them 49.4 excretors of tubercle bacilli), the prevalence rate was only 248.9 (among them 78.3 with excretion of tubercle bacilli and 11.7 with chronic tuberculosis--persons excreting tubercle bacilli for more than 2 years). The mortality rate from tuberculosis amounted to 13.8 at this time. The most sensible reduction of all indices was found among children 0-14 years old. Tuberculosis in Poland is still a problem of medico-social importance in adults and before all in old people, being that part of the population in past times only in a low degree vaccinated or revaccinated and in a higher degree exposed to severe infections with tubercle bacilli. The comprehensive complex programme of tuberculosis control passed by the Sejm of the Polish People's Republic, includes three approaches since 1960: the epidemiological, the integrating and the phthisiopneumological direction. Prerequisites for the scheduled realisation of the programme are the case-finding as early as possible, the quick and correct diagnosis and the immediate onset of a specific treatment, further on the dispensary care of all contacts of the patient (his surroundings) and optimal prophylactic measures against tuberculosis.",ger,0.7931858169205175
14,1120760,M958557,"[Letter: Comments on the paper by J. Ullrich: ""The Fisher-syndrome. Symptomatology and nosology of a special form of polyradiculoneuritis"" (this J., 46, 417-421 (1975)]?",,ger,0.7893496435084211
19,768038,M592959,The management of early cancer of the breast.,"The results of clinical trials for early cancer of the breast were assessed in terms of survival, morbidity, and the rate of local recurrance. Simple mastectomy appeared to be the operation of choice because survival following this procedure was equal to that following more radical operations, but the morbidity was less. Partial mastectomy was found to be an unsatisfactory method of treatment. Simple mastectomy should be combined with removal of the lower axillary nodes to allow accurate staging of the disease. Postoperative radiotherapy did not influence survival, but did increase morbidity. It may be best to restrict its use to the treatment of local recurrance. Improvement in survival figures may be seen by use of adjuvant chemotherapy, or by more widespread use of screening programmes.",ger,0.7829620010900228
20,420226,M240174,Studies on the stability of injectable solutions of some phenothiazines. Part 1: Effects of pH and buffer systems.,"The stability of phenothiazines is affected by the pH-value of the solution. At the pH-values of maximum stability, triflupromazine hydrochloride and chlorpromazine hydrochloride are more stable than promazine hydrochloride. The stability of chlorpromazine hydrochloride in the Sörensen's phosphate buffer is slightly higher than that in the McIlvaine's citric acid-phosphate buffer system. On the other hand, the stbility of promazine hydrochloride and triflupromazine hydrochloride in the latter buffer system is slightly higher than that in the former one.",ger,0.7821098935585273
29,1122929,M960724,[Mortality and the life cycle of the family. Some implications of recent research].,,fre,0.7686099739423488
32,964192,M800675,"[Professor G.B. Bietti, President of the International Orgnaisation against Trachoma, accorded the honour of Officer of the Legion of Honour by the French government].",,fre,0.7630632468122458
33,762768,M587687,Perspective of an expanded role. The heart and its vessels. 2.,,fre,0.7629173588875515
34,901558,M726504,An estimation of the impact of smallpox eradication on the expectation of life in selected less developed countries.,,fre,0.7626926380031268
37,669801,M494655,Mortality from disorders of the respiratory system throughout the world between 1950 and 1972.,,fre,0.7609262159422837
38,744508,M569400,Main findings of the comparative study of social and biological effects on perinatal mortality.,,fre,0.760256564724929
39,1463381,M1302239,The 1992-93 general supervision of the practice of the nursing assistant profession program.,,fre,0.7600450120148851
44,981245,M818461,A new way to get acquainted with the hospital - pediatric open house for well children.,,eng,0.7106966370728867
45,275601,M92788,Terminal care: evaluation of in-patient service at St Christopher's Hospice. Part I. Views of surviving spouse on effects of the service on the patient.,"The surviving spouses of 34 patients who died of cancer at St Christopher's Hospice have been interviewed about 13 months after the patient's death. The information given is compared with that obtained from 34 spouses of patients dying from cancer in other hospitals and matched with the St Christopher's group. Patients at St Christopher's were less often thought to have suffered severe pain and other distress than at other hospitals, but pain relief was not bought at the cost of drug-induced confusion and patients at St Christopher's remained more mobile than at other hospitals. Hospice patients were more aware of chapel services and prayers than at other hospitals. None was said to have been upset by these and 66% were glad of them. Despite the frequency of deaths in the Hospice, patients at St Christopher's were no more likely to be thought to have been 'upset' by such events than patients elsewhere or to have found their interactions with other patients anything but helpful.",eng,0.7082260228593338
48,947793,M778887,"Preserving a positive image of a ""fallen"" politician: a unique approach to studying attitudes toward alcoholism via the case of Wilbur Mills.",,eng,0.7049237899201674
50,1737821,M1576801,"Statement regarding indirect cost payment policy: presented by Thomas Lee member, National Council, AFCR. Assistant professor of medicine Harvard Medical School. December 11, 1991 Public Hearing. National Institutes of Health.",,eng,0.7029285608520363
54,158957,M28277094,"Quality of life and adolescents' communication with their significant others (mother, father, and best friend): the mediating effect of attachment to pets.","The relationship between adolescents' communication with their significant others (mother, father, and best friend) and quality of life (KIDSCREEN) was investigated in 2262 Scottish adolescent pet owners. The variable attachment to pets was also tested and assessed as a mediator of this relationship. A positive relationship between adolescents' communication with their significant other (mother, father, and best friend) and quality of life decreased when controlling for attachment to dogs. In cat owners, a positive relationship between communication with a best friend and quality of life decreased when controlling for attachment to cats. In cat and dog owners, attachment to these pets predicted higher levels of quality of life. Higher attachment to dogs and cats was explained by good best friend (IV) and attachment to pets (DV) and best friends. Mediation effects of attachment to dogs and cats might be explained in terms of the caring activities associated with these types of pets.",eng,0.7017784730399894
55,21784,M28382735,"Michael J. Rennie: a perspective on a scientist whose life's work helped sculpt knowledge about the regulation of the musculoskeletal system by nutrition, exercise and inactivity.",,eng,0.7013407938431026
57,1082386,M920166,"Patients at a paediatric out-patient clinic. A study with particular reference to psychological and social background factors. II. Earlier contacts with the health service, social background, parents' morbidity, general discussion and recommendations.","Psychological factors were considered by the examining physicians to play an important part in 5.2% of approximately 4 000 initial visits to a paediatric clinic. These cases are compared with a matched control group representing the cases where the physicians judged that psychological factors were not involved. As compared with the controls, then a considerably larger proportion of the patients with symptoms associated with psychological factors had a previous history of contacts with child psychiatrists or attendence at the paediatric clinic for problems of a psychological nature. Their parents, the mothers in particular, had a higher frequency of registered sickness for mental-nervous disorders and their families had more frequently been the subject of special social inquiries or assistance. To a large extent the examining paediatrician was unaware of these background conditions. With a better case history and proper follow-up one could probably reduce the number of X-ray examinations, consultations and laboratory tests. Further training and better contacts would be facilitated if members of a children's psychiatric team were stationed within the paediatric clinic.",eng,0.7003942227400047
58,437351,M257309,Recent surveys show John Q. Public thinks nurses function best as handmaidens to the physician.,,eng,0.700319757916552
59,47232,M27792815,"Maureen T. Hannley, PhD: Contributions to the development of generational cohorts of surgeon-investigators in otolaryngology-head and neck surgery: A role model for us all [Guest Editorial].",,eng,0.6999218407719677
