,DBRECORDID,TITLE,ABSTRACT,LANGUAGE,cosine_scores
889541,M714484,The development of motor competency in normal and slightly mentally handicapped children.,"A study of the motor development and the corporal schema integration was carried out on 60 normal children aged between 6 and 10, and 40 slightly mentally handicapped children of 8 and 10 years of age. The deficiency at the level of manual rapidity is the most important element concerning the motive debility of mentally handicapped children. The tests show that there is no parallelism between the motive retardedness and the level of attainment of the corporal schema. In fact, the motor debility of 8 years old children is emphasized at the age of 10 with reference to normal children. On the other hand, if, at the age of 8, the mentally handicapped children have a lag of the corporal schema acquisition, these children have nearly overcome their retardedness at the age of 10. Therefore one can conclude that the motor retardedness of the slightly mentally handicapped children is not essentially due to a deficiency of the corporal schema integration.",ger,0.6792049262549184
1291462,M1130131,Comparison between Wilson's thoracic leads and the telemetrically transmitted lead CM6 in patients with heart diseases during exertion.,"In 76 patients suffering from heart diseases and 19 healthy men simultaneously the chest leads V(2), V(4) and V(5) were recorded and the bipolar lead CM(6) (Manubrium sterni-Apex cordis, 6th intercostal space) transmitted telemetrically during increasing exercise load on the bicycle ergometer. The lead CM(6) was most similar to chest lead V(5) with regard to R/S-ratio, ST-depression, form and amplitude of the T-wave, QX-QT-ratio and ST-elevation. ST-depressions of V(5) were found nearly without exception in CM(6), mostly more pronounced. Ascending ST-depressions are more frequent in CM(6) than in V(5), in single patients also ST-depressions with horizontal or downward slope. ST-elevations registrated in V(2) and V(4) are not reliably reproduced in CM(6). It is concluded that the wireless transmission of the bipolar chest lead CM(6) is sufficient for the diagnosis of coronary insufficiency during exercise,",ger,0.6789465360144641
414930,M234877,[A new system for Montreal: emergency care and hospital centres].,,fre,0.6785611246030627
863240,M688173,The euthanasia of dogs and cats: a statement by the Humane Practices Committee of the Canadian Veterinary Medical Association.,,fre,0.6785384314478146
1363119,M1201830,[Occupational therapeutic measures before and after surgical correction of hands with congenital malformations].,"The task of the occupational therapist following surgical procedures on deformed hands is discussed. In the child with congenital malformations, we must not only be concerned with treatment of the deformity but we must be concerned about the psychic problems which can develop following prolonged hospitalization or overprotection. One must be keenly observant to detect these problems early. Preoperative testing utilizing a standardized gripping test is carried out by the occupational therapist. The necessity for this is demonstrated by the example of the radial clubhand. In this way complications such as correction of clubhand in the face of a stiff elbow or pollicisation in the presence of inadequate clubhand correction can thus be avoided. After operation training in the new functions is begun as early as possible; preferably with individual supervision. Daily repetative and progressive exercises should result in maximum utilization of gripping ability provided by the operative procedure. The treatment program also includes the adaptation of clothing, the production of appliances and splints, in co-operation with the orthopedic technician, as well as specially designed functional exercises. All these factors are as important as the operative procedure itself in contributing to maximum benifit. All essential findings and their variations must be written down. Also the photographic documentation of the functions is the job of the occupational therapist. Sufficient time should be allowed prior to discharge to inform the parents about the newly acquired functions and the use of the applicances. The maintenance and further development of the newly acquired functions is insured through the continued ambulatory supervision by the doctor and the occupational therapist. The occupational therapist thus has a significant job as a member of the team in a special unit for children with congenital malformations.",ger,0.6781432672835789
1778530,M1617524,Assessment of the cardiac patient for fitness to drive.,,fre,0.6778530739712776
1123323,M961117,Hyperthrophyic behavior of the solitary kidney following nephrectomy of the partner organ under the conditions of the so-called ascending acute experimental pyelonephritis in animal experiment.,,ger,0.6777832315547634
756013,M580910,"Malaria and anemia of pregnancy in an African savanna zone. Epidemiological, hematological, biological and immunological study of 2 villages of the Bamako region, Republic of Mali.","An haematological, biological, parasitological and immunological study about anaemia of pregnancy was carried out in two rural village of Mali Republic, where P. flaciparum malaria is hyper-endemic. The 25 pregnant women found in the villages were compared with 23 controls. One could observe that anaemia more often normochromic and regenerative usually appears during the second trimestre of pregnancy. Only a few cases with haemaglobin levels below 8 g. % are hypochromic. Serum transferrin levels were slightly higher among pregnant. None among 31 bone marrows examined showed megaloblastic changes. Haptoglobin levels below 10 mg. % were observed in 3/4 of the pregnant women versus 1/4 in controls. Like some others, this study confirms the primary responsability of malaria haemolysis in the aetiology of anaemia of pregnancy and the interest of systematic chemoprophylaxis, at least from the third month of pregnancy. Vitamin and iron therapy is to consider therafter in hyper-endemic areas of P. falciparum malaria when nutritional problems are not predominant.",fre,0.6775546760961004
1681614,M1520576,Environmental pollution. Biological monitoring of human exposure to environmental lead.,,fre,0.6768132621151479
852806,M677739,The small bowel enema. An improved method of examination and its indications in children.,,fre,0.6766552462524804
1389234,M1228019,[Experiments about the separation of X- and Y-spermatozoa based on different velocity of migration (author's transl)].,,ger,0.6754929814833653
477961,M297949,Design of the spring elements for orthodontic plate appliances. II.,,ger,0.674229151730177
954909,M788707,"[""You are my mirror"". An audiovisual opus for soprano, physical tension directed synthesizers and monitors of texts on love and death of the schizophrenic Alexander Herbrich].",,ger,0.6739863187183514
545763,M369227,Experiences with our surgical technic of partial resection of the kidney.,"On the basis of 305 partial resections of the kidneys is reported on experiences with an own operation technique. By applying a chromium cat-gut supporting suture a secure and pboblem-free care of the resection wound is possible, which guarantees an as far as possible uncomplicated postoperative course. The operation technique is described and in general the problems of postoperative early and late complications are discussed.",ger,0.6733501674962671
1370966,M1209679,[A way to spatial irradiation planning. II. Vectorial demonstration of spatial dose distribution within a single-ray beam and 1st consequences for the practice].,"Spatial irradiation planning among other things demands spatial consideration of the dose distribution within the single useful ray beam. From this point of view, the vectorial dose quantities introduced in part I of this paper are reviewed, their correlations are examined as well as their dependences on different influencing quantities e.g. on the rotational position of the wedge filter with the central ray as an axis of rotation. The vectorial description of dose distribution used in this paper, additionally offers information on the total effect upon the inclination of isodose surfaces or curves respectively, caused either simultaneously by different influences (simultaneous effect) or in temporal succession by separate influences (succession effect). The correlations observed can be verified diagrammatically or dosimetrically using simple practical examples. Thus, it is possible for instance to obtain a continuous defined variation of the isodose inclination by varying the weights of the partial doses with successive irradiation with or without a wedge filter.",ger,0.6725264541990807
310843,M128255,1 year of dental care of handicapped in Lower Saxony.,,ger,0.672381725055998
1028865,M866610,The densitometric judgement of pulmonary pattern and pulmonary blood flow in the roentgenogram of patients with heart-failures of Fallot's group (author's transl).,,ger,0.6718700447443282
1092510,M930294,Spontaneous rupture of liver and spleen with severe intra-abdominal bleeding during streptokinase treatment of deep venous thrombosis.,,ger,0.6716841504053724
