,Unnamed: 0,DBRECORDID,TITLE,ABSTRACT,LANGUAGE,cosine_scores
25,205445,M21388,Outpatient management of pediatric surgical problems.,"A number of pediatric surgical problems commonly seen in the outpatient department or physician's office are reviewed. It is particularly important for the primary care physician to recognize the difficulty of accurate diagnosis in children and the advantage of sedation in improving patient cooperation. Hospitalization may be necessary for adequate observation, proper preparation for diagnostic studies, or safe treatment. Simple traumatic injuries or infections can usually be treated effectively without hospitalization if sound surgical principles are observed. Abdominal pain or rectal bleeding calls for a careful investigation for early signs of inflammatory disease or life-threatening lesions requiring surgical treatment.",eng,0.6092535726296663
26,1326674,M1165370,Podiatry and health planning.,,eng,0.6091380961372346
27,912543,M737499,Management of self-poisoned patients in hospital.,,eng,0.6067123995762921
28,973206,M809807,Priorities in the management of the patient with polytrauma.,,eng,0.6052144093175247
29,863121,M688053,Les urgences en urologie pédiatrique.,,fre,0.6047057171155288
30,611169,M436000,Les urgences en urologie pédiatrique.,,fre,0.6047057171155288
31,677688,M502542,Maternal-fetal transport: Inpatient and outpatient care.,,eng,0.6045130010811194
32,1681193,M1520155,Inpatient management of piles: a surgical audit.,"A retrospective study was performed on 160 patients admitted to the University Surgical Unit between July 1975 and November 1989 with haemorrhoidal disease. Patients' records were analysed with respect to predisposing factors, inpatient management, postoperative analgesia, hospital stay and post-management complications. One hundred and nineteen patients had haemorrhoidectomy (low ligation combined with an anal stretch). Of these, 1.6% developed urinary retention and 4.2% bled postoperatively but did not require surgical intervention. Ten patients were found to have tight anal canals post surgery and required outpatient anal dilatation. In no case was dilatation necessary for more than 3 months. Three patients required a therapeutic course of antibiotics. Of the 119 patients, 60 required narcotic analgesia for less than 24 hours. Hospital stay was 1-4 nights.",eng,0.6036334652772178
33,296320,M113697,Guidelines for developing clinical pharmacy services in a triage clinic.,,eng,0.6026134595235918
34,273282,M90460,The patient with scoliosis. Surgical management and nursing care.,,eng,0.5999494693207781
35,1871221,M1710274,Time-saving formats for patient care planning in outpatient surgery units.,"Due to the frequent patient turnover and the fast pace of an outpatient surgery unit, time is limited for developing an individual plan of care. Other factors making this task more complex are related to brief nursing observations and unclear patient expectations. Care plans are now mandated in the outpatient areas at Central Baptist Hospital in Lexington, KY. The plans need to be realistic, comprehensive, and timesaving, yet generic. A checklist format, which is described in this article, was the solution.",eng,0.5989474953308921
36,1692274,M1531236,Time-saving formats for patient care planning in outpatient surgery units.,,eng,0.5989474953308921
37,274162,M91348,Inservice plans for outpatient. Surgery units.,,eng,0.5987765591078847
38,598714,M423545,Employment rehabilitation needs of hospital inpatients.,,eng,0.5980182225182293
39,1448063,M1286900,The perioperative care of orthopaedic and trauma patients in a high-dependency unit: a 2-year prospective audit.,There is an increasing trend towards the establishment of high-dependency units in large hospitals since it is thought that they conveniently 'fill the gap' between the intensive care unit and the routine wards. This paper prospectively reviews the results of management of 205 orthopaedic and trauma patients who passed through such a unit over a 2-year period. The unit was shown to provide effective and safe care for a group of particularly high-risk patients for whom care on a routine ward at times would be insufficient and for whom care on an intensive care unit is unnecessarily expensive and occasionally unavailable. The high-dependency unit as described in this paper represents an efficient use of resources for this group of patients.,eng,0.5972837873411269
40,1556557,M1395470,An audit of the management and outcome of hospital inpatients with diabetes: resource planning implications for the diabetes care team.,"In order to assess the outcome of hospitalized diabetic patients in an urban health district the notes of a cohort identified from a survey of all inpatients on a single day in spring 1990 were reviewed. One hundred and ten cases were reviewed (8.4% of all inpatients); median age 73 years (range 26-99), 59 female. Fifty-five percent were medical patients (general or geriatric) and 16% were general surgical. Six remained inpatients after 6 months. Sixteen died, of whom 10 had macrovascular disease. Median length of stay was 22 days (2-300), significantly above the district average in all specialties (< 10 days). Of 15 patients with foot problems, 5 died and 3 had major amputations. Only 23% of all patients had documented evidence of screening for diabetic complications. The discharge diagnoses failed to acknowledge diabetes in 54 cases (including 10 deaths). Only 10% had formal advice from the diabetes team and subsequent audit revealed that metabolic management was commonly suboptimal in non-physician units. These data suggest that inpatient diabetes is costly and carries a high mortality. The incidence is substantially underestimated by conventional episode statistics. The evidence from this cohort of diabetic inpatients suggests that improved communication and recognition of the importance of diabetes could usefully contribute to the quality of care achieved.",eng,0.596723244593368
41,1760576,M1599559,Outpatient management of pyelonephritis.,,eng,0.5962925895866029
42,611158,M435989,Urgences en chirurgie pédiatrique.,,fre,0.5902549817460422
43,684483,M509339,Traumatologie et réadaptation.,,fre,0.586495919603365
44,1932377,M1771447,Les urgences en psychiatrie.,,fre,0.5681689522770514
45,1706446,M1545409,Radiologie gériatrique.,,fre,0.5666674879232622
46,1165756,M1003627,Prospective et considérations cliniques en chirurgie gériatrique urologique,,fre,0.5643512791713361
47,761854,M586769,Soins infirmiers de psychiatrie et approche globale des soins.,,fre,0.5628927422029295
48,1961883,M1801130,Chirurgie des artères rénales. Soins infirmiers.,,fre,0.5626401811072914
49,680069,M504924,La prévention en gériatrie.,,fre,0.5571612450646145
50,728804,M553687,Le radiodiagnostic en stomatologie.,,fre,0.5571461761237527
51,1209488,M1047489,Les infirmiers psychiatriques,,fre,0.5566376237540864
52,431152,M251107,Gériatrie et gérontologie.,,fre,0.5559348843423323
53,850158,M675091,Les urgences en carcinologie oto-rhino-laryngologique.,,fre,0.5553919515969882
54,375046,M194339,Soins infirmiers à l'Institut de Cardiologie de Montréal,,fre,0.5550691396614482
55,208834,M24837,L'intérêt clinique des bêta-bloquants en cardiologie.,,fre,0.5546263981685888
56,1623129,M1462075,La traumatologie de l'épaule.,,fre,0.5545868247557054
57,947068,M776997,Le clopirac en traumatologie,,fre,0.5545868247557054
58,470028,M290016,La dacryocystographie en traumatologie.,"Radiological technique in the investigation of the lacrimal system has greatly benefited from various advances in radiology; techniques of catheterisation, contrast media, seriography, subtractions, associated complex tomography (dacryocystotomography), tomodensitometry. To these may be added the dynamic nature of isotope studies (cinegammadacrycystography). These different techniques may be used in the precise analysis of the morphology of the lacrimal system, from the canaliculi to the meatuses. After reviewing normal radiological anatomy, the authors describe morphological abnormalities, according to different forms of obstruction, according to their site. This morphological discovery requires possible changes in technique (additional tomography, for example). The quality of the preoperative morphological exploration influences the quality of the therapeutic results obtained.",fre,0.5545868247557054
59,318903,M136691,L'arthrographie tibio-tarsienne dans la traumatologie capsulo-ligamentaire du cou-de-pied,,fre,0.5545868247557054
10,432908,M252864,Probleme des Pflegedienstes im Krankenhaus aus ärztlicher Sicht.,,ger,0.7632820836448294
12,1654334,M1493289,"Problematik der Leistungserfassung und Vergütung der ""Chirurgischen Notfallambulanz"" aus der Sicht der Krankenhausverwaltung.","1) Definition of emergency and its payment is given, as well as the legal background of charging by the hospital. 2) The total work on outpatient departments of a central hospital is shown, especially that of surgical emergency cases. 3) The reasons for documentation of actual work are discussed, by whom and how, and the problems arising. 4) The payment for patients with social insurance is considered in respect of the official fees and the cost-averaging of the hospital as a nonprofit organisation.",ger,0.7602676126790575
13,250786,M67692,TNM-orientierte radiologische Behandlungsplanung beim Prostata-Karzinom,The classification of prostatic cancer according to the TNM-system in contrast to the older staging systems results in a change in radiological therapy planing. The radiological techniques for the classification of N (lymphnodes) and M (metastases) are explained. Together with T (local tumore growth) these categories define the outline for the radiological therapy. The different radiation techniques are explained.,ger,0.7596546093574627
14,478166,M298154,Die Bedeutung der Operationsmodelle bei der Behandlungsplanung in der Kieferorthopädie.,,ger,0.7573944459520722
17,589747,M414459,"Grenzen von Diagnose, Therapie und Gesundheitsplanung.",,ger,0.7537788239243154
18,380409,M199794,Hygiene im Krankenhaus aus der Sicht des Pflegedienstes.,,ger,0.7531377594781118
19,380401,M199786,"Die Bedeutung einer patientenorientierten Pflegeplanung. Rehabilitative Pflege, Dokumentation.",,ger,0.7521728677166533
25,174321,M26808233,2015 Pediatric Research Priorities in Prehospital Care.,"Background!#!Pediatric prehospital research has been limited, but work in this area is starting to increase particularly with the growth of pediatric-specific research endeavors. Given the increased interest in pediatric prehospital research, there is a need to identify specific research priorities that incorporate the perspective of prehospital providers and other emergency medical services (EMS) stakeholders.!##!Objectives!#!To develop a list of specific research priorities that is relevant, specific, and important to the practice of pediatric prehospital care.!##!Methods!#!Three independent committees of EMS providers and researchers were recruited. Each committee developed a list of research topics. These topics were collated and used to initiate a modified Delphi process for developing consensus on a list of research priorities. Participants were the committee members. Topics approved by 80% were retained as research priorities. Topics that were rejected by more than 50% were eliminated. The remaining topics were modified and included on subsequent surveys. Each survey allowed respondents to add additional topics. The surveys were continued until all topics were either successfully retained or rejected and no new topics were suggested.!##!Results!#!Fifty topics were identified by the three independent committees. These topics were included on the initial electronic survey. There were 5 subsequent surveys. At the completion of the final survey a total of 29 research priorities were identified. These research priorities covered the following study areas: airway management, asthma, cardiac arrest, pain, patient-family interaction, resource utilization, seizure, sepsis, spinal immobilization, toxicology, trauma, training and competency, and vascular access. The research priorities were very specific. For example, under airway the priorities were: ""identify the optimal device for effectively managing the airway in the prehospital setting"" and ""identify the optimal airway management device for specific disease processes.""!##!Conclusion!#!This project developed a list of relevant, specific, and important research priorities for pediatric prehospital care. Some similarities exist between this project and prior research agendas but this list represents a current, more specific research agenda and reflects the opinions of working EMS providers, researchers, and leaders.!##!Key words!#!emergency medical technician; research; emergency medical services; priorities.",eng,0.609541018378515
30,426684,M246634,Planning patient care.,,eng,0.6049868206579139
33,1239295,M1077401,Planning dental treatment for the pre-radiation patient.,,eng,0.6013415914049818
34,249424,M66300,Diabetes: outpatient management.,,eng,0.6010634482453956
38,1326137,M1164832,The medical rehabilitation of outpatients.,,eng,0.5978621662304191
39,796395,M621316,Prehospital and hospital coronary care.,"This article reviews the current state of services for coronary care. Since the majority of deaths from coronary heart disease occur early and outside the hospital, the importance of the prehospital phase is emphasized. The delay in this period, which is very dangerous for the patient, should be reduced and mobile coronary care units (MCCU's) are one possibility to reduce the rate of sudden coronary death. Different systems of MCCU's are discussed: (1) those based on a hospital coronary care unit, usually accompanied by a nurse and/or a doctor and (2) those integrated into an already existing decentralized emergency system (e.g. fire department) run by paramedics. Although long-term survival of patients resuscitated from ventricular fibrillation is not so good, the results of many of these units are remarkable.",eng,0.5977624035508583
40,286968,M104253,Two-year plan: evaluating outpatient care for tuberculosis.,,eng,0.597562822204614
41,570679,M395114,Epidemiology in health care planning.,,eng,0.5968061649949487
49,947069,M776998,Etude clinique du clopirac en traumatologie,,fre,0.5614750109829963
50,1051654,M889402,La pathologie pédiatrique.,,fre,0.5588488047120147
51,570262,M394697,L'hyperammoniémie dans la pathologie pédiatrique.,,fre,0.5588488047120147
53,1158717,M996558,Traitement des urgences psychiatriques,,fre,0.5566837942248354
