,Unnamed: 0,DBRECORDID,TITLE,ABSTRACT,LANGUAGE,cosine_scores
30,953074,M786500,Noninvasive assessment of mitral insufficiency by transcutaneous Doppler ultrasound.,"Instantaneous aortic arch blood velocity was recorded transcutaneously from the suprasternal notch, using a 2.2 MHz Doppler ultrasound unit, in 18 normals and 16 patients undergoing cardiac catheterization who had murmurs of mitral regurgitation. In normals aortic blood velocity rose rapidly in early systole to a midsystolic peak then fell to zero velocity. These roughly parabolic patterns had area ratios beneath the first and second halves of the curves measuring 52:48 +/- 3 (SD). With increasingly severe mitral regurgitation the pattern became skewed leftward such that the percent in the first half of systole ranged from 53-79%. From the angiograms of our sixteen patients an estimate of true percent regurgitation was made using the Fick cardiac output and ventricular volume measurements. When compared with the area under the first half of the velocity curve a strong correlation was found (r = 0.84) indicating that this Doppler technique can be used to evaluate mitral insufficiency.",eng,0.7735922738451034
31,1751221,M1590203,Assessment of carotid artery stenosis by MR angiography: comparison with x-ray angiography and color-coded Doppler ultrasound.,"Purpose!#!To compare magnetic resonance angiography (MRA) with duplex Doppler ultrasound (US) and x-ray angiography (XRA) in the evaluation of the carotid bifurcation.!##!Methods!#!The carotid arteries of 61 patients were studied using MRA, US, or XRA; 31 of the patients underwent all three examinations. MRA included both 2D and 3D time-of-flight sequences. Internal and external carotid artery origins were graded normal, mild, moderate, severe, or critical stenosis, or complete occlusion by each of the three studies.!##!Results!#!Spearman rank correlations of both internal and external carotid artery grades were 0.85 (MRA and XRA), 0.69 (MRA and US), and 0.73 (XRA and US). For internal carotid artery origins only, the correlations were 0.94 (MRA and XRA), 0.85 (MRA and US), and 0.82 (XRA and US). Of discrepancies in internal carotid artery interpretation greater than one grade, seven resulted from US error, three from MRA error, and one from XRA error. A 2-cm partially thrombosed aneurysm detected by US and MRA was missed by XRA. Of 16 possible ulcers on XRA, 11 were noted by MRA, none by US.!##!Conclusions!#!MRA and XRA are similar in assessment of carotid bifurcation stenosis. MRA, like US, permits direct visualization of plaque. This preliminary study suggests that MRA may be used to clarify equivocal findings of US, or replace XRA in presurgical planning.",eng,0.7687466541138169
32,1508685,M1347586,Transoesophageal echocardiography.,,eng,0.7685282081110248
33,823302,M648227,Echocardiography and perfusion scintigraphy in the diagnosis of pulmonary arteriovenous fistula.,"The echocardiographic and perfusion scintigraphic evaluation of an adolescent boy with a pulmonary arteriovenous fistula is reported. Contrast echocardiography following the rapid intravenous injection of indocyanine green dye was utilized to document extracardiac right-to-left shunting. Perfusion lung scintigraphy demonstrated the presence of a single large pulmonary arteriovenous fistula. Contrast echocardiography and perfusion scintigraphy are minimally invasive, safe and easily performed techniques for the rapid diagnosis of pulmonary arteriovenous fistula.",eng,0.7673108143741301
34,1369178,M1207891,Planigraphic measurement of angiograms and pneumencephalograms in the diagnosis of hydrocephalus.,"Instead of the usual descriptive criteria commonly adopted for angiographic assessment of hydrostatic hydrocephalus, planimetric measuring methods were tried out. It was shown that the surface area under the anterior cerebral artery (pericallosal) as measured in the lateral angiogram increases proportionally to the volume of the cella media. A high degree of conformity was shown between the clinical and descriptive neurological findings and the planimetrically obtainable values.",eng,0.7652522958627629
35,746666,M571560,Noninvasive diagnosis of extracranial cerebrovascular disease: oculoplethysmography-phonoangiography and directional Doppler ultrasonography.,"The ability of two noninvasive diagnostic methods--oculoplethysmography-carotid phonoangiography (OPG/CPA) and directional Doppler ultrasonography--to detect extracranial cerebrovascular disease was examined in 400 consecutive studies. Cerebral arteriography was performed in 74 patients. Transient ischemic attack was the most common indication for study (30%). The OPG was normal in 95% of cases in which the diameter of the lumen of the internal carotid artery (ICA) was less than 60% reduced; the ocular pulse was delayed in 86% of cases with ICA stenosis of 60% or more. The overall diagnostic accuracy of OPG was 93%; CPA did not enhance the accuracy of OPG alone. Supraorbital Doppler tests detected 88% of cases of ICA stenosis of 60% or more, but there was a 13% false-positive rate with ICA stenosis of less than 60%. Supratrochlear Doppler tests had only a 1% false-positive rate, but detected only 48% of significant ICA stenoses. Doppler studies were most often abnormal in the presence of ICA occlusion. Thus, OPG was as sensitive as supraorbital Doppler and more sensitive than supratrochlear Doppler in detecting hemodynamically significant ICA stenoses, without the unacceptable false-positive rate observed with the supraorbital Doppler test.",eng,0.7639674726773743
36,1690996,M1529958,Comparison of transesophageal and transthoracic echocardiography for diagnosis of right-sided cardiac lesions.,,eng,0.7637900787962277
37,854814,M679747,Pericardial effusion diagnosed by echocardiography. Clinical and electrocardiographic findings in 171 patients.,"Clinical and electrocardiographic findings in 171 patients with pericardial effusion diagnosed by echocardiographic studies were reviewed. In 70 patients the effusion was unsuspected. There were 87 small, 50 moderate, and 31 large effusions. Cardiac tamponade was present in three patients. Congestive heart failure was the most common cause of pericardial effusion and occurred in 37 patients. Other frequently noted conditions included cardiac disease without congestive heart failure, neoplasms, acute nonspecific pericarditis, renal failure, and acute myocardial infarction. A pericardial friction rub was present in 23 patients, two-thirds of whom had moderate or large effusions. Atrial arrhythmias were common. Low voltage occurred in 31 of 136 patients and was more common with large effusions. The ability to distinguish between a small effusion and the quantity of pericardial fluid present normally is a problem requiring further clarification.",eng,0.7636291816504327
38,405248,M225076,Reliability of Doppler sonography in extracranial cerebro-vascular stenosis.,"Of our patients who underwent quantitative Doppler sonography (Haemato-Tacho-Graphy), 382 underwent carotid angiography and 61 vertebral artery angiography. The reliability of the method proved to be between 90 and 95 percent for carotid as well as for vertebral arteries. The HTG proved to be a useful addition to angiography in patients with extracranial cerebro-vascular stenosis.",eng,0.763492815218424
39,1890770,M1729829,Coronary artery fistula: diagnosis by transesophageal two-dimensional and Doppler echocardiography.,,eng,0.7630677453732533
40,1458431,M1297287,Evaluation par échocardiographie Doppler des sténoses mitrales en fibrillation auriculaire. Construction d'un nomogramme.,"Doppler echocardiographic evaluation of mitral stenosis is often difficult in patients with atrial fibrillation. Sixteen patients were examined by transthoracic Doppler echocardiography and the relation between the variations in transmitral end diastolic pressure gradient and the length of the corresponding cardiac cycles was analysed. Mitral valve surface area (1.65 +/- 0.73 cm2) was determined by the pressure half-time method. The end diastolic transmitral pressure gradient was calculated from the simplified Bernouilli formula applied to end diastolic mitral flow velocity. In each patient, a linear relationship was observed between the end diastolic mitral gradient and the corresponding RR interval. The slope and intercept of the graph correlated significantly to mitral valve surface area (r = 0.72, p < 0.002 and r = 0.93, p < 0.00001, respectively). Using regression equations describing these correlations, it has been possible to construct a nomogramme indicating mitral valve surface area as a function of mitral end diastolic pressure gradient and the duration of the corresponding RR cycle. This nomogramme facilitates Doppler evaluation of mitral stenosis in atrial fibrillation.",fre,0.7411546794983951
41,769670,M594591,Explorations para-cliniques nouvelles en ophtalmologie. (tomodensitométrie--échographie--angiographie).,,fre,0.733382797004674
42,907970,M732925,Le diagnostic ultra-sonique de Doppler dans les sténoses carotidiennes extra-craniennes.,"Percutaneous measurements by Doppler ultrasound techniques over the supratrochlear, supraorbital and common carotid arteries may detect the presence of a stenosis in the internal carotid artery between the bifurction and the branching of ophthalmic artery. Out of 200 patients examined by Doppler ultrasound 60 patients underwent carotid angiography and the angiographic data were compared with the noninvasive results. The diagnostic accuracy was 85% in cases with stenoses greater than 50% and occlusions; in cases with stenoses of greater than 50% it was 78%. Occlusions could always be verified. Doppler ultrasound is very valuable for follow-up examinations after reconstructive procedures of the internal carotid artery. In 30 patients we were able to objectively document the normalisation of circulation in successfully operated cases by pre- and post-operative examinations.",fre,0.7318747398967077
43,668237,M493091,Ultrasonographie Doppler dans les préthromboses carotidiennes.,,fre,0.72903559499287
44,1393365,M1232162,Séméiologie et diagnostic en coronarographie,,fre,0.7236405564158657
45,191697,M7175,Séméiologie et diagnostic en coronarographie,,fre,0.7236405564158657
46,1294438,M1133107,"Diagnostic ultrasonore, par echographie A et B, des affections mammaires",,fre,0.7223339550011496
47,398411,M218140,"Comparaison des tomodensitométrie, cinégammagraphie, et angiographie dans les diagnostics topographique et histologique pré-opératoires de 300 tumeurs intracrániennes sus-tentorielles.","The results of CT, scintigraphy (CSS), and angiography in 300 supratentorial cerebral tumors were compared with regard to the topographic and pathological diagnosis proposed in the initial reports. CT elucidated the topography in 98% of the cases and the pathology in variable percentages, depending on the type of tumor. The use of scintigraphy provided a high accuracy of pathological diagnosis. Except for meningiomas, arteriography was less accurate than the two other methods of examination. A radiological management of supratentorial cerebral tumors is proposed based on clinical and CT data.",fre,0.7221666082739522
48,931810,M756770,Bronchoscopie et ponction perbronchique dans le diagnostic de la sarcoïdose.,,fre,0.7201524512699455
49,1359270,M1197979,Auscultation carotidienne. Corrélations chez 200 patients avec 332 angiographies,"1. Results of auscultation of carotid arteries have been reviewed in 200 adults patients with 332 carotid angiograms. Cases with abnormal cardiac bruits of supraclavicular buits were excluded. There was no case with stenosis of the external artery or significant anemia. 2. The present series of patients comprises : 100 with internal carotid artery (ICA) stenosis, 50 with ICA occlusion and normal contralateral ICA, 50 with cerebral space-occupying lesions. 3. A bruit was present in 80/132 ICA stenosis (60 per cent), 60/84 ICA stenoses reducing the lumen by more than 75 per cent (71 per cent), 20/48 ICA stenoses reducing the lumen by less than 75 per cent (41 per cent). It appeared likely that the presence of an ICA stenosis plays a role in the presence of a contralateral bruit where a contralateral stenosis or occlusion are present. 4. An ipsilateral bruit was present in 50/50 ICA occlusions. A contralateral bruit was present in 7 patients the ICA angiogram being normal. A bruit was present on both sides in 4 patients and it may be that some patients are somewhat apt to have bruits. 5. There was no bruit in 49 patients with normal carotid angiograms and a cerebral space-occupying lesion. Data from the present series suggest that where both ICA's are normal auscultation is falsely positive in less than 10 per cent of patients.",fre,0.7199180916806086
50,1210645,M1048648,"Les accidents des explorations radiologiques. Urographie intraveineuse, biligraphie hystérographie artériographie",,fre,0.7185601602958681
51,728818,M553701,Tomographie computée et échographie A dans le diagnostic des exophtalmies.,,fre,0.7174625195358992
52,1157778,M995618,Biopsies par fibroscopie bronchique. Leur validité dans la sarcoïdose médiatinopulmonaire,,fre,0.7171563869162837
53,223999,M40184,"Myocardiopathie obstructive du ventricule gauche: traitements prologés par bêta-bloquants. Etude hémodynamique, clinéangiocardiographique et échocardiographique.",,fre,0.7160925120070588
54,1622389,M1461334,Angioplastie transluminale dans le traitement du vasospasme. Intérêt du Doppler transcrânien dans le diagnostic et le suivi.,"Vasospasm (V.S.) transluminal angiographic treatment (T.L.A.) is recommended in case of symptomatic V.S. before or after surgery. V.S. diagnosis and follow up after T.L.A. rely on clinical and transcranial doppler (T.C.D.) data. Before T.L.A. angiography (A degrees) demonstrates V.S. degree and location. T.L.A. technic is described. The authors report 14 cases of T.L.A. (7 before and 7 after surgery). Before surgery in 4 cases patients exhibited ischemic symptoms from V.S.: 2 died (one from reanimation problems the other from a new hemorrhage). After surgery of 7 patients one died from artery rupture, one from extra-neurologic complication. T.C.D. capacity to follow up V.S. is emphasized. As soon as T.L.A. is performed the mean cerebral blood flow (C.B.F.) decreases (< 100 cm/s) and does not increase anymore. At the level of non dilated arterial segments V.S. may increase after T.L.A.: it is then recommended to dilate all the spastic arteries, as far as it is possible. After T.L.A. C.B.F. may decrease in arteries far from the dilated ones probably because arterial supplies are no more necessary.",fre,0.715595220173706
55,1146914,M984718,Diagnostic électrocardiographique des tachycardies ventriculaires,,fre,0.7148725221185712
56,308599,M126009,De la sémiologie clinique et radiologique de la fibrose rétropéritonéale idiopathique,,fre,0.7134238438711215
57,1298659,M1137330,Etude électrocardiographique des troubles de conduction provoqués par la coronarographie. Corrélation avec l'état artériel,,fre,0.7127223105249393
58,973504,M810105,Etude pharmacodynamique de la contraction myocardique par échographie ultrasonique lors de la perfusion d'isoprotérénol chez le sujet normal,"An echographic study, both before and under isoproterenol infusion, was performed on 50 normal subjects. The movements of the posterior wass of the left ventricle were found to be averagely increased of 62% as regards the amplitude, 114% for the mean speed and 124% for the maximum speed of contraction. The transcerse diameter of the left ventricular cavity decreased by 5.25%. The circumferential fibres shortening speed expressed in circumference by second increased by 128%. An uninvasive method, echography, as cineangiography, makes it possible to assess the myocardial contractility on the basis of measurement of the average speed of circumferential fibres and of the diameter of the left ventricle.",fre,0.7114655274849542
59,1815756,M1654760,IRM dans le diagnostic des tumeurs de la parotide.,"Tumors of the parotid gland are easily depicted with magnetic resonance imaging. Their exact site, and extension in the case of a malignant tumor, are correctly predicted. The histologic nature of the lesion remains to be verified by histologic examination. MRI is invaluable for the detection of recurrent pleomorphic adenomas.",fre,0.7103265596257695
6,569461,M393895,Zur Bedeutung der Echokardiographie.,,ger,0.948702436594
8,715248,M540115,Klinische Bedeutung der Echokardiographie.,,ger,0.9328052547451848
15,500750,M320774,Die Bedeutung der Echokardiographie in der kardiologischen Diagnostik,,ger,0.9054753355951074
17,1459283,M1298139,Transösophageale Echokardiographie aus chirurgischer Sicht.,"Following the development of new techniques in echocardiography and especially of Doppler color flow imaging, a new dimension of cardiac surgery has been brought about. The use of transesophageal probes facilitates routine surgery to be performed without interferences and, also, comparability between repeated ultrasonic measurements. Originally, echocardiography was mainly applied for quality control by comparing pre- and postoperative echocardiograms. Now it is equally important in perioperative strategy planning guiding the surgeon's decision throughout the operation as well as in cardiac emergencies. Using intraoperative echocardiography routinely in cardiac surgery establishes a more and more close cooperation between surgeons, cardiologists, and anesthesiologists. In order to evaluate the clinical relevance of echo findings, they have to be repeatedly correlated to surgical realities and to long term results of clinical outcome.",ger,0.8975373562833993
18,599889,M424720,Die Bedeutung der Echokardiographie in der Diagnostik der Herzkrankheiten.,"Single beam echocardiography is now an established diagnostic tool in non-invasive cardiology. The principle indications are valvular diseases, pericardial effusion, aneurysm of the ascending aorta, and congenital heart disease. In the absence of regional contraction disorders, left ventricular function can be assessed by the extent of systolic shortening of the left ventricular diameter. More recently, two-dimensional echocardiography has made a very significant contribution to anatomical and functional evaluation of the heart and the great vessels, since the cardiac structures can be visualized in various cross-sections. This technique is especially helpful for the assessment of left ventricular regional contraction disturbances, the diagnosis of dysfunction of artificial valves and bioprotheses, the detection of dissecting aneurysm, and the estimation of mitral valve area in mitral stenosis. Since various left ventricular axes can be determined, the quantitation of left heart volumes appears to be within the capability of the two-dimensional technique.",ger,0.8956800228223937
32,805566,M630487,Myocardial perfusion imaging with thallium-201: correlation with coronary arteriography and electrocardiography.,"Myocardial perfusion imaging with thallium-201 and electrocardiography with the subject at rest and undergoing submaximal treadmill exercise were performed in 19 men and 3 women. Selective coronary arteriography and left ventriculography showed that 7 had normal coronary arteries and 15 had coronary artery disease.The 11 persons with electrocardiographic evidence of an old myocardial infarct (q waves) had a perfusion defect at rest in the area of the infarct and a segmental abnormality of wall motion apparent on the left ventriculogram corresponding to the perfusion defect.MYOCARDIAL PERFUSION IMAGING AND ELECTROCARDIOGRAPHY WERE EQUALLY SENSITIVE IN DETECTING CORONARY ARTERY DISEASE IN EXERCISING INDIVIDUALS: perfusion defects were noted in 7 of the 15 persons with coronary artery disease, and diagnostic ST-segment depression was present in 8 of the 15. Combination of the results of the two tests with exercise permitted the identification of 11 of the 15 persons and improved the sensitivity. Combination of the results of rest and exercise imaging and electrocardiography permitted the identification of 94% of the patients with coronary artery disease.Myocardial perfusion imaging with (201)TI in the subject at rest is a sensitive indicator of previous myocardial infarction. Imaging after the subject has exercised is a useful adjunct to conventional exercise electrocardiography, especially in those whose exercise electrocardiogram is non-interpretable.",eng,0.7706626805944916
33,1597490,M1436411,Hemodynamic effects of preoperative embolization in cerebral arteriovenous malformations: evaluation with transcranial Doppler sonography.,"A series of 83 patients with cerebral arteriovenous malformations is presented. All patients were evaluated with transcranial Doppler sonography. Thirty-two patients were treated with staged embolization and surgery: 19 of these patients were operated on within 4 weeks of the last embolization, and the remaining 13 patients underwent surgery 6 months or more from embolization. Transcranial Doppler sonography performed 1 day after embolization showed a significant (> 60%) reduction of main feeder flow velocity in 72% of patients after the first embolization and in 45% of patients after the second embolization. In no case did such a significant reduction occur after the third embolization. A flow redistribution in the basal vessels (defined as an increase in flow velocity of at least 30% of the initial value) occurred only in patients after the first embolization (64%). On delayed post-embolization studies, complete recovery of flow velocity in the embolized vessel occurred in 46% of patients, and sonographic recruitment of new feeders occurred in the remaining 54%. When main feeder flow velocity (mean) was higher than 120 cm/s after embolization and before surgery, the incidence of postoperative hyperemic complications (cerebral edema and/or intracerebral hematoma) was significantly higher than in patients with a mean flow velocity under 120 cm/s. It is concluded that transcranial Doppler sonography is a valuable method for a noninvasive hemodynamic assessment of shunt flow in arteriovenous malformations, and it permits a physiological monitoring of hemodynamic changes after embolization and allows more precise indications regarding further stages of embolization and timing of surgery after embolization.",eng,0.7704357303185865
34,1041267,M879014,Diagnostic accuracy of noninvasive myocardial imaging for coronary artery disease: an electrocardiographic and angiographic correlation.,,eng,0.7695904978365873
38,94332,M27062685,Image-guided transcranial Doppler sonography for monitoring of vasospasm after subarachnoid hemorrhage.,"Objectives!#!Transcranial Doppler ultrasound (TCD) is a standard method for bedside vasospasm monitoring after subarachnoid hemorrhage (SAH). Image guidance has previously been shown to reduce intra- and interobserver variability of this method. The aim of the present study was to compare image-guided and conventional TCD in vasospasm monitoring after SAH.!##!Patients and methods!#!418 TCD exams of 24 consecutive SAH patients registered in a database were evaluated. Of these, 130 image-guided exams were identified which had been performed on the same day as conventional Doppler exams. These matched pairs were taken for statistical analysis. Data were tested statistically using the sign test applied at patient level to aggregated data.!##!Results!#!The rate of complete exams (both M1, A1, P1 segments) was significantly higher in image-guided exams (92% vs. 74%, p<0.001), and the superiority of image-guided exams was significantly related to smaller sizes of the temporal bone window. There were more exams with Doppler sonographic vasospasm (mean flow velocity>120cm/s) in image-guided exams (38% vs. 33%) which, however, did not reach statistical significance.!##!Conclusion!#!Image-guidance leads to a standardization of serial TCD exams, which resulted in significantly more complete exams, most prominent in patients with poor temporal bone windows, and a higher detection rate of Doppler sonographic vasospasms. Image-guided TCD therefore has the capability to improve bedside vasospasm monitoring after SAH.",eng,0.7680862362382033
53,800923,M625844,Scintigraphie et ultrasonographie hépatiques.,,fre,0.721370760232923
57,367256,M186229,"Revascularisation de l'infarctus du myocarde expérimental du rat. Etude histologique, histoenzymologique et électrocardiographique",,fre,0.7163587816877589
59,1091250,M929034,"L'approche préopératoire du diagnostic histologique des tumeurs cérébrales par la conjonction des examens cliniques et paracliniques (E.E.G., tomographie cérébrale avec ordinateur, scintigraphie, angiographie). A propos de 100 observations de sujets adultes opérés.","The authors present their last series of one hundred operated cerebral tumors (19 meningiomas, 16 benign gliomas, 38 malignant gliomas, 20 isolated metastasis, 8 diversified tumors) studied on the clinical, E.E.G., isotopic scanner, computorized tomographies and angiographic point of view. The comparison of these multiple exams, permits one to determinate the malignant of benign nature of a tumor in 86 p. 100 of the cases and the precise histological nature in 56 p. 100 of the cases. The biopsy effectuated in stereotaxic conditions permits to solve the problem in uncertain cases. The interest of computorized tomography is emphasized (discovery or confirmation of a suspected tumor, definition of its extension in depth), but this recent technic is incapable of constant confirmation of the histological diagnosis; it cannot replace other confirmed methods of diagnosis. The angiography remains necessary to guide the surgical gesture.",fre,0.7123297535771904
