,DBRECORDID,TITLE,ABSTRACT,LANGUAGE,cosine_scores
702756,M527621,Living arrangements and well being in elderly women.,"Psychosocial and health data were obtained from 50 black and 47 white females age 65 and over. The women were divided according to whether they lived alone, with spouse only, or with persons other than (or in addition to) the spouse. Those living alone were found to have lower life satisfaction, lower self-esteem, and higher social dysfunction than those living with spouse or others. No differences were found with respect to depression, somatization, diet, or activity level. There was a significant interaction effect between race and living arrangement with respect to anxiety, with blacks being less anxious than whites when living with others, and more anxious when living alone or with only a spouse.",eng,0.7718927641158706
1667207,M1506168,Falls among elderly people living at home: medical and social factors in a national sample.,"Falls are the most common accidents among the elderly, and while medical risk factors are well known, less is known about the association of falls with social factors. The aims of this study were to estimate the incidence rate of falls in a national, representative sample of Israeli elderly and to examine the association of falls with selected medical and social factors. A special national survey conducted in 1985 by the Israel Central Bureau of Statistics showed that among a representative sample of 3,494 community-dwelling elderly persons aged greater than or equal to 65, 24% reported a fall in the past year; the rate was 16% among men and 31% among women. The majority of falls reported happened out of doors. Of those who fell 37% subsequently visited the emergency room. Analyses adjusted for age and sex showed that single persons, particularly women, living alone reported falls at a higher rate than their married counterparts. Analyses adjusted for age, sex and mobility level showed that frequency of social interaction was inversely related to reported falls. Use of sleeping pills, problems with vision, and mobility restrictions were associated with falls in age- and sex-adjusted analyses. Advanced age (greater than 75 years) was associated with repeated falls that occurred both in the home and outdoors.",eng,0.7673493574151782
80012,M18236958,Determinants of resident autonomy in assisted living facilities: a review of the literature.,"Assisted living (AL) stresses the importance of resident autonomy in the provision of good quality care. Resident autonomy has been linked to better resident well-being, less reliance on supportive services, and greater participation in social activities. Little is known, however, about factors that foster resident autonomy in AL. This article reviews what is currently known about organizational determinants of resident autonomy in AL. The open-natural systems approach to organizational effectiveness, which views organizations in relation to their environment, provides a broad conceptual framework for this analysis. Factors that influence resident autonomy in AL are classified into two categories: (a) external environmental conditions (e.g., ownership status, chain membership, regulatory environment) and (b) internal organizational structures and processes (e.g., facility size, residents' functional ability, resident social resources, and staff work environment). Environmental conditions represent the most antecedent set of factors that influence resident autonomy, indirectly through their effects on internal organizational structures and processes. Internal organizational factors influence resident autonomy through their impact on policies that enable resident choice and control in the facility. More research is needed to better understand the complex mechanism(s) through which organizational factors influence resident autonomy.",eng,0.7664534311745739
79979,M17214248,Dignity for all: affordable assisted living.,"In 2026, the first of the baby boomers, including Presidents Clinton and Bush, will reach the age of 80, the average age of residents currently in assisted living facilities. In her book The Denial of Aging: Perpetual Youth, Eternal Life, and Other Dangerous Fantasies, Muriel Gillick proposes that the baby boomers will seek assisted living as an alternative to nursing home care. But what about that portion of the population not able to afford the high cost of private assisted living? What option will be available to the low-asset/low-income population in lieu of nursing home care?",eng,0.7654813207427026
169000,M23718786,Living and dying: responsibility for end-of-life care in care homes without on-site nursing provision - a prospective study.,"The aim of the study was to describe the expectations and experiences of end-of-life care of older people resident in care homes, and how care home staff and the healthcare practitioners who visited the care home interpreted their role. A mixed-method design was used. The everyday experience of 121 residents from six care homes in the East of England were tracked; 63 residents, 30 care home staff with assorted roles and 19 National Health Service staff from different disciplines were interviewed. The review of care home notes demonstrated that residents had a wide range of healthcare problems. Length of time in the care homes, functional ability or episodes of ill-health were not necessarily meaningful indicators to staff that a resident was about to die. General Practitioner and district nursing services provided a frequent but episodic service to individual residents. There were two recurring themes that affected how staff engaged with the process of advance care planning with residents; 'talking about dying' and 'integrating living and dying'. All participants stated that they were committed to providing end-of-life care and supporting residents to die in the care home, if wanted. However, the process was complicated by an ongoing lack of clarity about roles and responsibilities in providing end-of-life care, doubts from care home and primary healthcare staff about their capacity to work together when residents' trajectories to death were unclear. The findings suggest that to support this population, there is a need for a pattern of working between health and care staff that can encourage review and discussion between multiple participants over sustained periods of time. ",eng,0.7647620005807981
96206,M27575674,Home fire safety intervention pilot with urban older adults living in Wales.,"The purpose of this pilot study was to evaluate the effects of a home fire safety (HFS) education program developed in the US, on improved HFS knowledge and practice in a purposive sample of 12 urban older adults living in Swansea, Wales. Knowledge was tested at baseline (T1), immediately after watching a Video on HFS (T2), and at 2-week follow-up (T3). A majority of the participants were Caucasian (n=9, 81.8%), and female (n=11, 91.7%); their mean age was 78years old (SD=12.7years). They had two chronic illnesses (n=1.8, SD=1.3), walked without help (n=7, 58.3%), and lived in a flat (n=10, 90.9%). Knowledge scores (percent correct) changed over time and were significantly different from T1 (46.7%) to T2 (59.2%, p=0.04) and from T1 (46.7%) to T3 (58.9%, p=0.04), but T2 and T3 (p=0.94) scores showed no difference. There is a need for educational HFS intervention programs aimed at this age group. This pilot successfully targeted active older adults living independently in sheltered housing complexes. Further fire safety research is needed with community dwelling older adults living in other types of housing.",eng,0.7579953496487254
111598,M27982744,Factors that Influence Physical Activity among Residents in Assisted Living.,"The purpose of this study was to examine factors that influence physical activity among residents in assisted living. This was a secondary data analysis using baseline data from a function-focused care intervention study including 171 residents from 4 assisted living facilities. Using structural equation modeling, we found that mood, satisfaction with staff and activities, and social support for exercise were directly associated with time spent in physical activity. Gender, cognition, depression, and comorbidities were indirectly associated with physical activity and accounted for 13% of the total variance in physical activity. Implications for future research and social work practice are presented.",eng,0.757579246330139
148548,M27862492,Self-perceived health status and sleep quality of older adults living in community after elastic band exercises.,"Aims and objectives!#!To test the effectiveness of a six-month senior elastic band exercise programme on the self-perceived health status and sleep quality of older adults living in community settings.!##!Background!#!Health issues common among older adults living in community settings include poor physical and mental health conditions and sleep quality. Engagement in appropriate exercise programmes facilitates alleviating these health issues among older adults.!##!Design!#!A quasi-experimental design was applied. A convenience sample of older adults was drawn from six senior-citizen activity centres in southern Taiwan. Participants were assigned to either an experimental group (three centres, n = 97) or a control group (three centres, n = 102) based on the senior-citizen activity centres they attended.!##!Methods!#!The participants in the experimental group carried out the Senior Elastic Band exercise programme for six months (three times per week and 40 minutes per session) in addition to their daily activities. The participants in the control group maintained their daily activities. The participants' self-perceived health status and sleep quality were examined at the baseline, three-month interval and six-month interval.!##!Results!#!In total, 169 participants completed the six-month study: 84 constituted the experimental group and 85 constituted the control group. At the three-month interval, the participants in the experimental group had greater improvements in self-perceived physical health, overall sleep quality, sleep latency and sleep duration compared with those in the control group; these significant changes continued throughout the six-month study.!##!Conclusions!#!The Senior Elastic Band exercise programme showed promising effects in improving the self-perceived physical health and sleep quality of older adults living in community settings.!##!Relevance to clinical practice!#!Healthcare professionals can incorporate the Senior Elastic Band exercise programme as one of the health promotion activities for older adults living in community settings.",eng,0.7564927075184914
1750683,M1589665,Caregivers' experience of providing care for demented persons living at home.,"Caregivers providing home-care for demented persons answered a questionnaire concerning what was satisfactory or problematic when providing home-care. They were also asked what needs/wishes they had for themselves and for the demented persons. The findings reflected the impact of a functioning interpersonal relationship between the caregiver and the demented person and his family. The difficulties in handling problematic behaviour, and the necessity to be able to stimulate and provide activities for the demented were also emphasized. Moreover, the caregivers stressed their role as supporters of the patients' families, their need for more and better cooperation with the staff of the psychogeriatric clinic, and their need for training and supervision in how to manage their relationship with the demented person. Hence, it seems urgent to try to practise and evaluate systematic clinical guidance to provide knowledge and systematic supervision about how to manage demented persons in their own social context so that they can stay in their homes.",eng,0.7547600862391417
1496067,M1334935,Teaching caregivers to recognize diminished vision among nursing home residents. Many nursing homes do not train their nurses to recognize behavioral changes that indicate visual problems in residents. An inservice videotape program could help.,,eng,0.7540779118068247
1206522,M1044506,[I.L.O. Employment and working and living conditions of nursing personnel].,,fre,0.7065346542150325
1452150,M1291006,Guidelines for the investigation of individuals who were placed under surveillance for tuberculosis post-landing in Canada. Immigration and Overseas Health Services and the Bureau of Communicable Disease Epidemiology.,,fre,0.7020609511430904
1060540,M898302,[Plan for establishment of an Emergency Medical Assistance Unit for the region of Greater Tunis (SAMU of Tunis)].,,fre,0.7019751961691257
1013597,M851341,The eye lens - some aspects of the radiation dose and protection of the patients and the personnel in pediatric radiology.,,fre,0.7008898824328583
1611039,M1449983,"Global health situation. II. Health and environment: urbanization, literacy, water supply and sanitation.",,fre,0.7003820607652579
1732894,M1571867,"Toward the rational management of herpes infection in pregnant women and their newborn infants. Infectious Diseases and Immunization Committee, Canadian Paediatric Society.",,fre,0.6978458606806764
1646510,M1485465,Guidelines for therapeutic studies on peripheral arterial occlusive disease in Fontaine stages II-IV. German society of Angiology.,,ger,0.6942072566103158
1452151,M1291007,"Guidelines for the identification, investigation and treatment of individuals with concomitant tuberculosis and human immunodeficiency virus infection. Canadian Thoracic Society, the Tuberculosis Directors of Canada and the Department of National Health and Welfare.",,fre,0.6938430792875067
1467530,M1306398,Nurses not heard in the health promotion movement.,,fre,0.6935176812376805
1619474,M1458420,"Guidelines for transfusion of erythrocytes to neonates and premature infants. Fetus and Newborn Committee, Canadian Paediatric Society.","The transfusion of erythrocytes to neonates and premature infants is common and should be minimized through a reduction in the number of blood samples taken for laboratory tests. The risks to patients have been minimized with current blood-banking techniques, although neonates and premature infants may require special consideration. The indications for transfusion of erythrocytes to neonates include the presence of shock, a loss of 10% or more of the blood volume within 72 hours when further blood sampling is expected, a hemoglobin level of less than 130 g/L in neonates with cardio-respiratory disease who require increased oxygen-carrying capacity, and a hemoglobin level of less than 80 to 100 g/L in neonates with tachypnea, tachycardia, recurrent apnea, poor feeding or failure to gain weight. The attending physician should consider these indications along with clinical judgement to ensure safe and effective erythrocyte transfusion.",fre,0.6928964739040006
1178578,M1016460,[Air hygiene studies in the district of Halle- immission measurements in the urban areas of Halle and Halle-Neustadt].,,ger,0.6919395606803446
501457,M321482,Considerations on the design of occlusion in prosthetic rehabilitation of patients with advanced periodontal disease.,,ger,0.6919072187628469
770698,M595619,Public health implications of stationary and declining populations.,,fre,0.6909447215785283
1386385,M1225161,[Roentgenologic evaluation of pulmonary arteries in normal babies and roentgen appearance of pulmonary vascularity in young infants with congenital heart diseases].,,fre,0.6896789832982964
1962709,M1801956,Measuring hospital productivity and output: the omission of outpatient services.,"A common measure of hospital productivity is the ""cost per patient day"". This measure, however, has a variety of drawbacks, one of which is its omission of outpatient care in the measure of hospital output, since a patient day is merely a measure of the volume of patient services, while the cost of outpatient services is included in the input. This study uses information from the Statistics Canada Annual Return of Hospitals to examine the volume of inpatient, outpatient and total patient services, to separate inpatient and outpatient costs and to study hospital productivity from 1976 to 1987-88 using both inpatient cost per patient day and outpatient cost per outpatient visit. Operating costs for Canadian public hospitals, in constant dollars, increased by 38.5% from 1976 to 1987-88. A large increase in hospital costs is not cause for concern unless costs are rising faster than hospital output. There does seem to be some indication that this is the case. The productivity of public hospitals in Canada, measured by ""cost per patient day,"" has fallen by 19.8% from 1976 to 987-88. However, a major drawback to this measure of hospital productivity is that outpatient services were not included in the measure of output and therefore the productivity of hospitals is underestimated. When inpatient costs and services are separated from outpatient costs and services, inpatient services productivity as measured by inpatient cost per patient day still declines but only by 16.3%. On the other hand, outpatient cost per outpatient visit decreased by 2.3%, indicating an increase in productivity.",fre,0.6894941866836145
477961,M297949,Design of the spring elements for orthodontic plate appliances. II.,,ger,0.6886163176243469
1799783,M1638786,The future of academic medicine within the health care system in Canada.,,fre,0.68856014814982
1778530,M1617524,Assessment of the cardiac patient for fitness to drive.,,fre,0.6880664969920846
1452159,M1291015,"Control of influenza A outbreaks in nursing homes: amantadine as an adjunct to vaccine, Washington State, 1989-1990--United States.",,fre,0.6878381222408081
1132207,M970005,"[Relations hip between placental weight and age, family characteristics, parity and activity of the mother as well as the weight or maturity and sex of the newborn infant]?1?H.","An investigation of the correlation of the placental weights of 500 unselected live-born babies delivered after a gestation period of 33 weeks at the minimum and 42 weeks at the maximum, respectively, with age, family status parity, and mother's occupation, as well as with the weight, maturity, and sex of the neonates yielded the following results: 1. Between primiparae, secundiparae, and multiparae, working and housewife mothers, workers, farmerettes, women doing other jobs, and academically trained women, eutrophic mature and hypertrophic mature neonates, and newly born male and female babies there was observed a roughly similar frequency of the generally accepted ""normal weight of placenta"" of 400 g to 600 g and no significance of minor differences in frequency, respectively. 2. The high incidence of mothers aged 20 and less in the ""normal placental weight group"" of 400 g to 600 g compared to 21- to 30-year-old and 31- to 35-year-old mothers was not found to be significant. 3. The high incidence of unmarried mothers in the ""normal placental weight group"" of 400 g to 600 g compared to married mothers is not significant, the higher incidence of premature labor in unmarried women being due possibly, not to the weight of placenta, but rather primiparity, age under 20, and social class. 4. The higher frequency in the placental weight group up to and including 400 g of married compared to unmarried mothers, primiparae compared to secundiparae, primiparae and secundiparae compared to multiparae, working mothers compared to housewife mothers, and workers and farmerettes compared to both women doing other types of jobs and academically trained women was not found to be significant.",ger,0.6870235514413644
889541,M714484,The development of motor competency in normal and slightly mentally handicapped children.,"A study of the motor development and the corporal schema integration was carried out on 60 normal children aged between 6 and 10, and 40 slightly mentally handicapped children of 8 and 10 years of age. The deficiency at the level of manual rapidity is the most important element concerning the motive debility of mentally handicapped children. The tests show that there is no parallelism between the motive retardedness and the level of attainment of the corporal schema. In fact, the motor debility of 8 years old children is emphasized at the age of 10 with reference to normal children. On the other hand, if, at the age of 8, the mentally handicapped children have a lag of the corporal schema acquisition, these children have nearly overcome their retardedness at the age of 10. Therefore one can conclude that the motor retardedness of the slightly mentally handicapped children is not essentially due to a deficiency of the corporal schema integration.",ger,0.6867710549047705
1547866,M1386778,"Steroid therapy for croup in children admitted to hospital. Infectious Diseases and Immunization Committee, Canadian Paediatric Society.",,fre,0.68638118139092
1199086,M1037067,"Comparative study of skin and respiratory tests of house dust, mites and human squamous epithelial cells in skin respiratory atopy (Proceedings).",,fre,0.6860308198580689
414930,M234877,[A new system for Montreal: emergency care and hospital centres].,,fre,0.6859582591361886
326352,M144270,[Changes of the heart axis with in flow occlusion through intraabdominal pressure (an unusual complication during laparoscopy)].,,ger,0.6853839636558935
225329,M41515,"Solution of nutritional problems: the contribution of producers, distributors and nutritionists. Symposium organized by the Institute for Nutrition Research of the Green Meadow Foundation, Zürich, April 12--14, 1978.",,ger,0.684643463328242
852806,M677739,The small bowel enema. An improved method of examination and its indications in children.,,fre,0.6838695612311129
1551132,M1390044,Migration and health. Health survey among Turkish residents.,,fre,0.6833465218072696
1370966,M1209679,[A way to spatial irradiation planning. II. Vectorial demonstration of spatial dose distribution within a single-ray beam and 1st consequences for the practice].,"Spatial irradiation planning among other things demands spatial consideration of the dose distribution within the single useful ray beam. From this point of view, the vectorial dose quantities introduced in part I of this paper are reviewed, their correlations are examined as well as their dependences on different influencing quantities e.g. on the rotational position of the wedge filter with the central ray as an axis of rotation. The vectorial description of dose distribution used in this paper, additionally offers information on the total effect upon the inclination of isodose surfaces or curves respectively, caused either simultaneously by different influences (simultaneous effect) or in temporal succession by separate influences (succession effect). The correlations observed can be verified diagrammatically or dosimetrically using simple practical examples. Thus, it is possible for instance to obtain a continuous defined variation of the isodose inclination by varying the weights of the partial doses with successive irradiation with or without a wedge filter.",ger,0.6822331009343614
1363119,M1201830,[Occupational therapeutic measures before and after surgical correction of hands with congenital malformations].,"The task of the occupational therapist following surgical procedures on deformed hands is discussed. In the child with congenital malformations, we must not only be concerned with treatment of the deformity but we must be concerned about the psychic problems which can develop following prolonged hospitalization or overprotection. One must be keenly observant to detect these problems early. Preoperative testing utilizing a standardized gripping test is carried out by the occupational therapist. The necessity for this is demonstrated by the example of the radial clubhand. In this way complications such as correction of clubhand in the face of a stiff elbow or pollicisation in the presence of inadequate clubhand correction can thus be avoided. After operation training in the new functions is begun as early as possible; preferably with individual supervision. Daily repetative and progressive exercises should result in maximum utilization of gripping ability provided by the operative procedure. The treatment program also includes the adaptation of clothing, the production of appliances and splints, in co-operation with the orthopedic technician, as well as specially designed functional exercises. All these factors are as important as the operative procedure itself in contributing to maximum benifit. All essential findings and their variations must be written down. Also the photographic documentation of the functions is the job of the occupational therapist. Sufficient time should be allowed prior to discharge to inform the parents about the newly acquired functions and the use of the applicances. The maintenance and further development of the newly acquired functions is insured through the continued ambulatory supervision by the doctor and the occupational therapist. The occupational therapist thus has a significant job as a member of the team in a special unit for children with congenital malformations.",ger,0.6811782158201617
754689,M579586,A reflection on the oxygen diffusion of the terminal villus of the human placenta (author's transl).,"By using a simple model, transformed to cartesian coordinates, we examined the behavior of the fetal and maternal oxygen partial pressure on the terminal villus of the human placenta during a constant arteriovenous oxygen difference. For this purpose we divided the flow length of the cotyledon in central and a peripheral part. We found that the oxygen exchange takes place at a lower utero-umbilical oxygen pressure gradient it the reduction of the maternal blood flow velocity amounts to 30% of the normal value and if the diffusion distance is doubled. However under these circumstances a sufficient the oxygen supply of the fetal organism. This is the case with the total flow length of a single cotyledon, but some of the terminal villi in the periphery of the cotyledon, could receive at the same time a diminished oxygen supply leading to degenerative cell changes. At a progression of these morphological changes or during labor the oxygen transport can get insufficient.",ger,0.6810297517364128
310843,M128255,1 year of dental care of handicapped in Lower Saxony.,,ger,0.6803002453491704
1007034,M844778,Das National Institute for the Care of the Seriously Ill and Dying,,ger,0.6800844818671499
1291462,M1130131,Comparison between Wilson's thoracic leads and the telemetrically transmitted lead CM6 in patients with heart diseases during exertion.,"In 76 patients suffering from heart diseases and 19 healthy men simultaneously the chest leads V(2), V(4) and V(5) were recorded and the bipolar lead CM(6) (Manubrium sterni-Apex cordis, 6th intercostal space) transmitted telemetrically during increasing exercise load on the bicycle ergometer. The lead CM(6) was most similar to chest lead V(5) with regard to R/S-ratio, ST-depression, form and amplitude of the T-wave, QX-QT-ratio and ST-elevation. ST-depressions of V(5) were found nearly without exception in CM(6), mostly more pronounced. Ascending ST-depressions are more frequent in CM(6) than in V(5), in single patients also ST-depressions with horizontal or downward slope. ST-elevations registrated in V(2) and V(4) are not reliably reproduced in CM(6). It is concluded that the wireless transmission of the bipolar chest lead CM(6) is sufficient for the diagnosis of coronary insufficiency during exercise,",ger,0.6795815997135701
1092510,M930294,Spontaneous rupture of liver and spleen with severe intra-abdominal bleeding during streptokinase treatment of deep venous thrombosis.,,ger,0.6794246897645707
754825,M579722,Control of fertility outcome in artificially inseminated gilts and old sows. 1: Electric stimulation of estrous sows. Its effect on insemination results.,"Fifty gilts and 33 old sows which exhibited oestrous after bio-engineering treatment were electrically stimulated during insemination, using an A.C. mains-connected unit. The average voltages applied were 3.7 volt for gilts and between 2.5 and 2.8 volt for the old sows. The current was applied rectally, and the responsiveness differed individually. The treated animals then were compared to unstimulated controls, and the achievement in terms of born piglets was 1.18 more for gilts and 1.20 more for the old sows. Those better results were attributed to electric acceleration of sperm transport.",ger,0.6772708790741683
954909,M788707,"[""You are my mirror"". An audiovisual opus for soprano, physical tension directed synthesizers and monitors of texts on love and death of the schizophrenic Alexander Herbrich].",,ger,0.6768422309955902
424217,M244167,Genovese study on continued education of nursing personnel.,,ger,0.6762885657483082
325518,M143416,Angiographic demonstration of bleeding into a pancreatic pseudocyst with venous drainage.,,ger,0.6757835307288541
1141804,M979606,[Wound healing within the area of ulcerated malignant lymphomas using cytostatic drugs].,,ger,0.6753437749681672
