,DBRECORDID,TITLE,ABSTRACT,LANGUAGE,cosine_scores
836498,M661424,Electroencephalography and electromyography in the diagnosis of headache.,,eng,0.7769119389162285
598190,M423021,Noninvasive assessment of surgical systemic to pulmonary artery shunts by range-gated pulsed Doppler echocardiography.,"Suprasternal range-gated pulsed Doppler echocardiography was used to evaluate surgical shunt patency in children with cyanotic congenital heart disease and right ventricular outflow obstruction following systemic artery to pulmonary artery anastomoses. Normal patients had laminar Doppler auditory signals and time interval histogram flow patterns because right pulmonary artery turbulence was not present during systole or diastole. Patients with pulmonary valvar stenosis had turbulence during systole only. In all nine postoperative patients with surgical shunts, turbulent systolic and diastolic time interval histograms and abnormal auditory signals were present. A typical shunt murmur was not audible to auscultation in six of the postsurgical patients at the time of the study. Suprasternal range-gated pulsed Doppler echocardiography affords an accurate, safe and simple noninvasive bedside means for confirming shunt patency in patients who have undergone surgical systemic artery to pulmonary artery anastomoses.",eng,0.7741722720887604
863213,M688146,Detection of pericardial effusion by chest roentgenography and electrocardiography versus echocardiography.,"To determine the sensitivity and specificity of chest roentgenography and electrocardiography in the detection of pericardial effusion, echocardiography was used as the diagnostic standard. Chest roentgenograms and electrocardiograms of 124 patients, 57 of whom had pericardial effusion, were read without knowledge of the echocardiographic interpretation. The sensitivity of roentgenographic diagnosis was low (20%), as was that of diagnosis from decreased voltage on the electrocardiogram (26%). The specificity of the chest roentgenogram was 89% and that of the low-voltage electrocardiogram 97%. The high specificity of the low-voltage electrocardiogram may have been due in part to the exclusion of obese and emphysematous subjects from the study. When cardiomegaly detected roentgenographically or a low-voltage electrocardiogram or both were considered as evidence of pericardial effusion, sensitivity improved to 82% but specificity declined to 29%. It is concluded the chest roentgenography and electrocardiography are unsatisfactory as screening investigations for the detection of pericardial effusion.",eng,0.7740168480547247
640382,M465228,Thallium-201 scintigraphy in diagnosis of coronary stenosis. Comparison with electrocardiography and coronary arteriography.,,eng,0.7739178357273223
953074,M786500,Noninvasive assessment of mitral insufficiency by transcutaneous Doppler ultrasound.,"Instantaneous aortic arch blood velocity was recorded transcutaneously from the suprasternal notch, using a 2.2 MHz Doppler ultrasound unit, in 18 normals and 16 patients undergoing cardiac catheterization who had murmurs of mitral regurgitation. In normals aortic blood velocity rose rapidly in early systole to a midsystolic peak then fell to zero velocity. These roughly parabolic patterns had area ratios beneath the first and second halves of the curves measuring 52:48 +/- 3 (SD). With increasingly severe mitral regurgitation the pattern became skewed leftward such that the percent in the first half of systole ranged from 53-79%. From the angiograms of our sixteen patients an estimate of true percent regurgitation was made using the Fick cardiac output and ventricular volume measurements. When compared with the area under the first half of the velocity curve a strong correlation was found (r = 0.84) indicating that this Doppler technique can be used to evaluate mitral insufficiency.",eng,0.7735922738451033
1751221,M1590203,Assessment of carotid artery stenosis by MR angiography: comparison with x-ray angiography and color-coded Doppler ultrasound.,"Purpose!#!To compare magnetic resonance angiography (MRA) with duplex Doppler ultrasound (US) and x-ray angiography (XRA) in the evaluation of the carotid bifurcation.!##!Methods!#!The carotid arteries of 61 patients were studied using MRA, US, or XRA; 31 of the patients underwent all three examinations. MRA included both 2D and 3D time-of-flight sequences. Internal and external carotid artery origins were graded normal, mild, moderate, severe, or critical stenosis, or complete occlusion by each of the three studies.!##!Results!#!Spearman rank correlations of both internal and external carotid artery grades were 0.85 (MRA and XRA), 0.69 (MRA and US), and 0.73 (XRA and US). For internal carotid artery origins only, the correlations were 0.94 (MRA and XRA), 0.85 (MRA and US), and 0.82 (XRA and US). Of discrepancies in internal carotid artery interpretation greater than one grade, seven resulted from US error, three from MRA error, and one from XRA error. A 2-cm partially thrombosed aneurysm detected by US and MRA was missed by XRA. Of 16 possible ulcers on XRA, 11 were noted by MRA, none by US.!##!Conclusions!#!MRA and XRA are similar in assessment of carotid bifurcation stenosis. MRA, like US, permits direct visualization of plaque. This preliminary study suggests that MRA may be used to clarify equivocal findings of US, or replace XRA in presurgical planning.",eng,0.7687466541138185
1508685,M1347586,Transoesophageal echocardiography.,,eng,0.768528208111027
823302,M648227,Echocardiography and perfusion scintigraphy in the diagnosis of pulmonary arteriovenous fistula.,"The echocardiographic and perfusion scintigraphic evaluation of an adolescent boy with a pulmonary arteriovenous fistula is reported. Contrast echocardiography following the rapid intravenous injection of indocyanine green dye was utilized to document extracardiac right-to-left shunting. Perfusion lung scintigraphy demonstrated the presence of a single large pulmonary arteriovenous fistula. Contrast echocardiography and perfusion scintigraphy are minimally invasive, safe and easily performed techniques for the rapid diagnosis of pulmonary arteriovenous fistula.",eng,0.7673108143741304
1369178,M1207891,Planigraphic measurement of angiograms and pneumencephalograms in the diagnosis of hydrocephalus.,"Instead of the usual descriptive criteria commonly adopted for angiographic assessment of hydrostatic hydrocephalus, planimetric measuring methods were tried out. It was shown that the surface area under the anterior cerebral artery (pericallosal) as measured in the lateral angiogram increases proportionally to the volume of the cella media. A high degree of conformity was shown between the clinical and descriptive neurological findings and the planimetrically obtainable values.",eng,0.7652522958627624
746666,M571560,Noninvasive diagnosis of extracranial cerebrovascular disease: oculoplethysmography-phonoangiography and directional Doppler ultrasonography.,"The ability of two noninvasive diagnostic methods--oculoplethysmography-carotid phonoangiography (OPG/CPA) and directional Doppler ultrasonography--to detect extracranial cerebrovascular disease was examined in 400 consecutive studies. Cerebral arteriography was performed in 74 patients. Transient ischemic attack was the most common indication for study (30%). The OPG was normal in 95% of cases in which the diameter of the lumen of the internal carotid artery (ICA) was less than 60% reduced; the ocular pulse was delayed in 86% of cases with ICA stenosis of 60% or more. The overall diagnostic accuracy of OPG was 93%; CPA did not enhance the accuracy of OPG alone. Supraorbital Doppler tests detected 88% of cases of ICA stenosis of 60% or more, but there was a 13% false-positive rate with ICA stenosis of less than 60%. Supratrochlear Doppler tests had only a 1% false-positive rate, but detected only 48% of significant ICA stenoses. Doppler studies were most often abnormal in the presence of ICA occlusion. Thus, OPG was as sensitive as supraorbital Doppler and more sensitive than supratrochlear Doppler in detecting hemodynamically significant ICA stenoses, without the unacceptable false-positive rate observed with the supraorbital Doppler test.",eng,0.7639674726773749
1690996,M1529958,Comparison of transesophageal and transthoracic echocardiography for diagnosis of right-sided cardiac lesions.,,eng,0.7637900787962294
854814,M679747,Pericardial effusion diagnosed by echocardiography. Clinical and electrocardiographic findings in 171 patients.,"Clinical and electrocardiographic findings in 171 patients with pericardial effusion diagnosed by echocardiographic studies were reviewed. In 70 patients the effusion was unsuspected. There were 87 small, 50 moderate, and 31 large effusions. Cardiac tamponade was present in three patients. Congestive heart failure was the most common cause of pericardial effusion and occurred in 37 patients. Other frequently noted conditions included cardiac disease without congestive heart failure, neoplasms, acute nonspecific pericarditis, renal failure, and acute myocardial infarction. A pericardial friction rub was present in 23 patients, two-thirds of whom had moderate or large effusions. Atrial arrhythmias were common. Low voltage occurred in 31 of 136 patients and was more common with large effusions. The ability to distinguish between a small effusion and the quantity of pericardial fluid present normally is a problem requiring further clarification.",eng,0.7636291816504355
405248,M225076,Reliability of Doppler sonography in extracranial cerebro-vascular stenosis.,"Of our patients who underwent quantitative Doppler sonography (Haemato-Tacho-Graphy), 382 underwent carotid angiography and 61 vertebral artery angiography. The reliability of the method proved to be between 90 and 95 percent for carotid as well as for vertebral arteries. The HTG proved to be a useful addition to angiography in patients with extracranial cerebro-vascular stenosis.",eng,0.7634928152184228
1890770,M1729829,Coronary artery fistula: diagnosis by transesophageal two-dimensional and Doppler echocardiography.,,eng,0.7630677453732534
1458431,M1297287,Evaluation par échocardiographie Doppler des sténoses mitrales en fibrillation auriculaire. Construction d'un nomogramme.,"Doppler echocardiographic evaluation of mitral stenosis is often difficult in patients with atrial fibrillation. Sixteen patients were examined by transthoracic Doppler echocardiography and the relation between the variations in transmitral end diastolic pressure gradient and the length of the corresponding cardiac cycles was analysed. Mitral valve surface area (1.65 +/- 0.73 cm2) was determined by the pressure half-time method. The end diastolic transmitral pressure gradient was calculated from the simplified Bernouilli formula applied to end diastolic mitral flow velocity. In each patient, a linear relationship was observed between the end diastolic mitral gradient and the corresponding RR interval. The slope and intercept of the graph correlated significantly to mitral valve surface area (r = 0.72, p < 0.002 and r = 0.93, p < 0.00001, respectively). Using regression equations describing these correlations, it has been possible to construct a nomogramme indicating mitral valve surface area as a function of mitral end diastolic pressure gradient and the duration of the corresponding RR cycle. This nomogramme facilitates Doppler evaluation of mitral stenosis in atrial fibrillation.",fre,0.7411546794983939
769670,M594591,Explorations para-cliniques nouvelles en ophtalmologie. (tomodensitométrie--échographie--angiographie).,,fre,0.7333827970046727
907970,M732925,Le diagnostic ultra-sonique de Doppler dans les sténoses carotidiennes extra-craniennes.,"Percutaneous measurements by Doppler ultrasound techniques over the supratrochlear, supraorbital and common carotid arteries may detect the presence of a stenosis in the internal carotid artery between the bifurction and the branching of ophthalmic artery. Out of 200 patients examined by Doppler ultrasound 60 patients underwent carotid angiography and the angiographic data were compared with the noninvasive results. The diagnostic accuracy was 85% in cases with stenoses greater than 50% and occlusions; in cases with stenoses of greater than 50% it was 78%. Occlusions could always be verified. Doppler ultrasound is very valuable for follow-up examinations after reconstructive procedures of the internal carotid artery. In 30 patients we were able to objectively document the normalisation of circulation in successfully operated cases by pre- and post-operative examinations.",fre,0.7318747398967046
668237,M493091,Ultrasonographie Doppler dans les préthromboses carotidiennes.,,fre,0.7290355949928681
1393365,M1232162,Séméiologie et diagnostic en coronarographie,,fre,0.7236405564158623
191697,M7175,Séméiologie et diagnostic en coronarographie,,fre,0.7236405564158623
1294438,M1133107,"Diagnostic ultrasonore, par echographie A et B, des affections mammaires",,fre,0.7223339550011506
398411,M218140,"Comparaison des tomodensitométrie, cinégammagraphie, et angiographie dans les diagnostics topographique et histologique pré-opératoires de 300 tumeurs intracrániennes sus-tentorielles.","The results of CT, scintigraphy (CSS), and angiography in 300 supratentorial cerebral tumors were compared with regard to the topographic and pathological diagnosis proposed in the initial reports. CT elucidated the topography in 98% of the cases and the pathology in variable percentages, depending on the type of tumor. The use of scintigraphy provided a high accuracy of pathological diagnosis. Except for meningiomas, arteriography was less accurate than the two other methods of examination. A radiological management of supratentorial cerebral tumors is proposed based on clinical and CT data.",fre,0.7221666082739507
931810,M756770,Bronchoscopie et ponction perbronchique dans le diagnostic de la sarcoïdose.,,fre,0.7201524512699419
1359270,M1197979,Auscultation carotidienne. Corrélations chez 200 patients avec 332 angiographies,"1. Results of auscultation of carotid arteries have been reviewed in 200 adults patients with 332 carotid angiograms. Cases with abnormal cardiac bruits of supraclavicular buits were excluded. There was no case with stenosis of the external artery or significant anemia. 2. The present series of patients comprises : 100 with internal carotid artery (ICA) stenosis, 50 with ICA occlusion and normal contralateral ICA, 50 with cerebral space-occupying lesions. 3. A bruit was present in 80/132 ICA stenosis (60 per cent), 60/84 ICA stenoses reducing the lumen by more than 75 per cent (71 per cent), 20/48 ICA stenoses reducing the lumen by less than 75 per cent (41 per cent). It appeared likely that the presence of an ICA stenosis plays a role in the presence of a contralateral bruit where a contralateral stenosis or occlusion are present. 4. An ipsilateral bruit was present in 50/50 ICA occlusions. A contralateral bruit was present in 7 patients the ICA angiogram being normal. A bruit was present on both sides in 4 patients and it may be that some patients are somewhat apt to have bruits. 5. There was no bruit in 49 patients with normal carotid angiograms and a cerebral space-occupying lesion. Data from the present series suggest that where both ICA's are normal auscultation is falsely positive in less than 10 per cent of patients.",fre,0.719918091680609
1210645,M1048648,"Les accidents des explorations radiologiques. Urographie intraveineuse, biligraphie hystérographie artériographie",,fre,0.7185601602958668
728818,M553701,Tomographie computée et échographie A dans le diagnostic des exophtalmies.,,fre,0.7174625195358975
1157778,M995618,Biopsies par fibroscopie bronchique. Leur validité dans la sarcoïdose médiatinopulmonaire,,fre,0.7171563869162814
223999,M40184,"Myocardiopathie obstructive du ventricule gauche: traitements prologés par bêta-bloquants. Etude hémodynamique, clinéangiocardiographique et échocardiographique.",,fre,0.7160925120070517
1622389,M1461334,Angioplastie transluminale dans le traitement du vasospasme. Intérêt du Doppler transcrânien dans le diagnostic et le suivi.,"Vasospasm (V.S.) transluminal angiographic treatment (T.L.A.) is recommended in case of symptomatic V.S. before or after surgery. V.S. diagnosis and follow up after T.L.A. rely on clinical and transcranial doppler (T.C.D.) data. Before T.L.A. angiography (A degrees) demonstrates V.S. degree and location. T.L.A. technic is described. The authors report 14 cases of T.L.A. (7 before and 7 after surgery). Before surgery in 4 cases patients exhibited ischemic symptoms from V.S.: 2 died (one from reanimation problems the other from a new hemorrhage). After surgery of 7 patients one died from artery rupture, one from extra-neurologic complication. T.C.D. capacity to follow up V.S. is emphasized. As soon as T.L.A. is performed the mean cerebral blood flow (C.B.F.) decreases (< 100 cm/s) and does not increase anymore. At the level of non dilated arterial segments V.S. may increase after T.L.A.: it is then recommended to dilate all the spastic arteries, as far as it is possible. After T.L.A. C.B.F. may decrease in arteries far from the dilated ones probably because arterial supplies are no more necessary.",fre,0.7155952201737031
1146914,M984718,Diagnostic électrocardiographique des tachycardies ventriculaires,,fre,0.7148725221185684
308599,M126009,De la sémiologie clinique et radiologique de la fibrose rétropéritonéale idiopathique,,fre,0.7134238438711193
1298659,M1137330,Etude électrocardiographique des troubles de conduction provoqués par la coronarographie. Corrélation avec l'état artériel,,fre,0.7127223105249365
973504,M810105,Etude pharmacodynamique de la contraction myocardique par échographie ultrasonique lors de la perfusion d'isoprotérénol chez le sujet normal,"An echographic study, both before and under isoproterenol infusion, was performed on 50 normal subjects. The movements of the posterior wass of the left ventricle were found to be averagely increased of 62% as regards the amplitude, 114% for the mean speed and 124% for the maximum speed of contraction. The transcerse diameter of the left ventricular cavity decreased by 5.25%. The circumferential fibres shortening speed expressed in circumference by second increased by 128%. An uninvasive method, echography, as cineangiography, makes it possible to assess the myocardial contractility on the basis of measurement of the average speed of circumferential fibres and of the diameter of the left ventricle.",fre,0.7114655274849506
1815756,M1654760,IRM dans le diagnostic des tumeurs de la parotide.,"Tumors of the parotid gland are easily depicted with magnetic resonance imaging. Their exact site, and extension in the case of a malignant tumor, are correctly predicted. The histologic nature of the lesion remains to be verified by histologic examination. MRI is invaluable for the detection of recurrent pleomorphic adenomas.",fre,0.7103265596257704
