,DBRECORDID,TITLE,ABSTRACT,LANGUAGE,cosine_scores
217286,M33427,Biochemical changes in Alzheimer's disease-senile dementia: neurotransmitters in senile dementia of the Alzheimer's type.,,eng,0.7865922907016909
1497335,M1336204,"The role of corticotropin-releasing hormone in the pathogenesis of Cushing's disease, anorexia nervosa, alcoholism, affective disorders and dementia.",,eng,0.785636312790688
1701343,M1540305,Concentrations of monoamines and their metabolites in the cerebrospinal fluid from patients with senile dementia of the Alzheimer type and vascular dementia of the Binswanger type.,"We measured the concentrations of total (conjugated and unconjugated) monoamines (dopamine, DA; norepinephrine, NE) and monoamine metabolites (homovanillic acid, HVA; 3-methoxy-4-hydroxyphenyleneglycol, MHPG; 5-hydroxyindoleacetic acid, 5-HIAA) in the cerebrospinal fluid (CSF), using HPLC-ECD in 11 patients with Alzheimer's disease (AD) or senile dementia of the Alzheimer type (SDAT), 17 patients with vascular dementia of the Binswanger type (VDBT), and 15 controls. In AD/SDAT, there was a significant decrease in the DA concentration and a significant increase in the MHPG concentration. The average NE concentration was not altered, but significantly increased with the progression of intellectual disability. There were no significant changes in HVA and 5-HIAA concentrations. Patients with VDBT showed a significant increase in the DA concentration and a significant decrease in HVA and 5-HIAA concentrations. The DA concentrations increased significantly with the progression of dementia and ventricular enlargement. These results indicate that the noradrenergic and dopaminergic system in particular are altered in AD/SDAT, while the dopaminergic and serotonergic systems are mainly involved in VDBT.",eng,0.7847070360437771
198760,M14530,Ein serogenetischer Beitrag zur Atiopathologenese der Alzheimerschen Erkrankung,The analysis of 15 hereditary controlled blood characteristics in 57 Alzheimer-patients revealed abnormalities in the distribution of ABO-blood-groups and phenotypes in the third component of complement system. These data indicate that the phenogenesis of the Alzheimer syndrome is multiconditional and is obviously influenced by selective processes of immuno-genetic factors. This selective vulnerability offers a lead into the elucidation of amyloid deposition in Alzheimer's disease.,ger,0.7842205931975711
1247931,M1086053,An immunological approach to dementia in the elderly.,"A study into the relationship of immune change in the serum and the presence of senile dementia is reported. Three groups were studied, senile dementia, cerebrovascular disease and subjects without evidence of brain disease. All were aged 65 years and over. The immunofluorescent studies showed an excess of antineuronal reactivity and a fall in antinuclear antibody in females with senile dementia. There was no significant difference between the groups in respect of immunoglobulins, slide latex and a complement fixation test, against a variety of tissues. The significance of the findings in relation to other published results is discussed.",eng,0.7840575760034748
1848394,M1687444,The cellular basis of delirium and its relevance to age-related disorders including Alzheimer's disease.,"A wide variety of conditions lead to delirium (i.e., metabolic encephalopathies) in human beings and animals. Despite the varied etiology the clinical consequences are relatively stereotyped which suggests that the diverse insults that cause delirium may act by common metabolic and cellular ""final pathways."" Related molecular and cellular mechanisms may be involved in aging and Alzheimer's disease, conditions that predispose to the development of delirium. Animal models of delirium better reflect age-related disorders such as Alzheimer's disease than those that impair a single neurotransmitter system such as the cholinergic system; the metabolic encephalopathies produce global cognitive disturbance, which is more typical of these disorders. Thus, research related to delirium has far-reaching implications for normal and abnormal brain function.",eng,0.7840539206277723
1753286,M1592268,Aging and mental health: diagnosis of dementia and depression.,"In this second segment of a panel discussion on aging and mental health, panelists focus on the primary care evaluation and management of the patient with dementia, including differential diagnosis of depression. Other topics of discussion include the roles of psychiatric referral and psychotherapy in patient management, suicide prevention, and alcoholism in elderly patients.",eng,0.7836388558674118
186983,M1996,Search for herpetic antibodies in the cerebrospinal fluid in senile dementia and mental retardation.,"Complement-requiring neutralizing antibodies to herpes simplex type 1 virus (HSV 1) in titres from 2 to greater than 16 were detected in the cerebrospinal fluid (CSF) of 47% senile patients with various forms of dementia, but in none of mentally retarded adolescents and adults suffering from various neurologidal diseases. Also the incidence of HSV 1 serum antibodies in elevated titres (larger than or equal to 512) was increased in senile demented patients (61%) as compared with persons in normal senium (31%), normal adults (15%), mentally retarded adolescents (17%) and prisoned felons with low IQ (45-47%).",eng,0.7836358181384631
1285328,M1123984,Klinik and Therapie der malignen Hypertonie,,ger,0.7831895282042775
1568494,M1407412,Cerebrospinal fluid endothelin-1 in Alzheimer's disease and senile dementia of Alzheimer type.,"We have measured the endothelin-1 concentrations in the cerebrospinal fluid samples from 5 patients with Alzheimer's disease (AD), 6 patients with senile dementia of Alzheimer type (SDAT) and 7 patients with other diseases without dementia (disease control: DC). The cerebrospinal fluid endothelin-1 level was significantly lower in AD than in DC. No correlation was observed between cerebrospinal fluid endothelin-1 concentration and any other factors such as age, duration from onset, systolic blood pressure, cerebrospinal fluid protein level or plasma endothelin-1 concentration in AD or SDAT. These results suggest a possible alteration of the endothelin-1 system in the central nervous system in Alzheimer's disease.",eng,0.7830483465899216
1597530,M1436451,Specificity of the neuropsychological syndromes of the disturbance of higher mental functions in Alzheimer's disease and senile dementia.,,eng,0.7827935052930556
1961567,M1800814,"Event-related potentials in senile dementia of Alzheimer's type, multiinfarct dementia and Parkinson's disease.","We investigated event-related potentials (P300) in three types of demented patients. Fourteen patients with senile dementia of Alzheimer's type (SDAT), 15 with multiinfarct dementia (MID), 8 with Parkinson's disease with dementia and 29 normal controls participated in this study. We measured the latencies of N100 and P300 at Pz after odd-ball paradigm stimulation. N100 peaks were within the normal range in all patients. However, P300 peaks were significantly delayed in all demented patients. There were no statistical differences in the mean latencies of P300 in each demented group. P300 latencies were found to be negatively correlated with Hasegawa's dementia scale. These results suggest that regardless of its cause dementia has similar influences on the P300 latency and P300 may be a useful means to assess the degree of dementia.",eng,0.7813202877887703
496689,M316687,Nephrotic syndrome of childhood: malaria therapy reconsidered.,,eng,0.7812795663052191
1914183,M1753252,Early diagnosis of Alzheimer dementia?,The main problems in early diagnosis of Alzheimer dementia (AD) are: 1. The differentiation between normal aging and AD i.e. difficulties in the assessment of cognitive disturbances in the healthy elderly and in early demented subjects. 2. Interference with other dementia syndromes. 3. Lack of information in the population and among physicians about the different causes and courses of dementia syndromes. The first two aspects are discussed in this paper.,eng,0.7792857322917967
1592103,M1431023,Treatment of depression in elderly patients with and without dementia disorders.,"In two inter-Nordic multicenter controlled studies the effect of Citalopram on elderly patients with depression and emotional disturbances has been studied. One investigation included 98 patients in whom Alzheimer type dementia (AD/SDAT) and vascular dementia (VD) had been diagnosed, many of whom also had emotional disturbances. After four weeks treatment with Citalopram (10-30 mg/daily) there was significant improvement in confusion, irritability, anxiety, depressed mood and restlessness. No effect was seen on the intellectual capacity or motor performance measured. In the other study, which was a six weeks trial comparing Citalopram and placebo, elderly patients with a treatment-requiring depression were treated. Demented as well as non-demented patients were included. The Hamilton Depression Scale, the Montgomery-Asberg Depression Rating Scale and The Clinical Global Impressions all recorded an effect of Citalopram superior to that of placebo. In both studies depressive symptoms as well as symptoms of agitation, anxiety, restlessness and irritability improved. Citalopram is therefore considered not only an antidepressive drug but also an emotional stabilizer. The drug was well tolerated by elderly often somatically ill patients. Side effects were few.",eng,0.7792518950164697
1804832,M1643835,Dementia diagnosis and therapy in the elderly.,"Dementia is a devastating personal tragedy, a cause of tremendous family strife, and a significant societal dilemma both medically and economically. Appropriate evaluation and therapy of medical complications, underlying causes of intellectual compromise, and non-cognitive behavioral disturbances are important goals. Comprehensive psychological, social, and legal support complement the medical management of these patients. Research to identify the underlying pathophysiology of and to devise more effective therapies for all aspects of these syndromes is an important priority. The physician who intervenes effectively for the elderly patient with dementia is a valuable asset to patients, families and, indirectly, society.",eng,0.7792462144223139
82424,M27101140,Neuropsychiatric Symptoms in Parkinson's Disease Dementia Are More Similar to Alzheimer's Disease than Dementia with Lewy Bodies: A Case-Control Study.,"Background and purpose!#!Previous studies on the clinical and pathological manifestations of Parkinson's disease dementia (PDD) have reported findings more similar to dementia with Lewy bodies (DLB) than to Alzheimer's disease (AD). The aim of this study was to investigate the neuropsychiatric symptoms of PDD compared to DLB and AD.!##!Methods!#!We conducted a retrospective case-control study on 125 newly diagnosed consecutive PDD patients and age- and dementia stage-matched controls with either DLB (N = 250) or AD (N = 500) who visited the same hospital over the same period. For each case and control, neuropsychiatric symptoms were assessed using the Neuropsychiatric Inventory (NPI).!##!Results!#!Overall, 513 (58.6%) patients were female and 362 (41.4%) were male. Comparisons of clinical data revealed that the PDD group, similar to the AD group, had a lower NPI total score, NPI caregiver burden score, and rate of antipsychotic use (all p < 0.001) than the DLB group. One or more psychiatric symptoms were reported in 95.2% of the PDD, 99.2% of the DLB, and 96.8% of the AD patients. The PDD group had lower subscores in the items of delusions, hallucinations, agitation, anxiety, irritation, aberrant motor behavior compared to the DLB group. Severe neuropsychiatric symptoms among all dementia patients were associated with younger age, more advanced stage, and a diagnosis of DLB.!##!Conclusion!#!Neuropsychiatric symptoms in PDD were more like those in AD than in DLB. Severe neuropsychiatric symptoms in degenerative dementia were associated with younger age, more advanced stage of dementia, and a diagnosis of DLB.",eng,0.7787323486757883
936564,M761528,Therapy of depressive syndromes.,,ger,0.7770739405693337
1536006,M1374916,Histochemische Darstellung der Acetylcholinesterase bei der Alzheimer Krankheit.,"Senile plaques in the cerebral neocortex, entorhinal cortex and hippocampus are reactive for Acetylcholinesterase (AChE). The same types of plaques are observed, as with immunostains for beta-protein, including the very simple ones, consisting nearly exclusively of loose deposits of beta-protein. If there are many plaques, the normal network of AChE-positive axons disappears. Explanations for both, the apparent shift of AChE from the axons to the plaques on the one hand and the very early development of AChE positive deposits during the plaque development on the other hand are sought.",ger,0.776592852456077
984815,M822288,Attackenartige Syndrome bei multipler Sklerose,"Paroxysmal syndromes do not occur frequently in the course of multiple sclerosis, but require diagnostic considerations of particular nature. The pathogenesis and clinical aspects of a) cerebral convulsions, b) (usually appearing unilaterally) tonic brain stem seizures, c) narcoleptic attacks, d) hemiballismus, e) acute attacks of vertigo, f) paroxysmal dysarthria, g) trigeminal neuralgia are discussed.",ger,0.7691573844762903
1773916,M1612905,"De Sanctis-Caccione syndrome: xeroderma pigmentosum with oligophrenia, short stature and neurologic disorders.","A 6 year-old boy with de Sanctis-Cacchione syndrome is reported. This syndrome is characterized by the triad xeroderma pigmentosum (XP), mental deficiency and neurological disturbances. The patient's cells were assigned to genetic complementation group A by use of the cell fusion technique. DNA repair capacity as measured by unscheduled DNA synthesis (UDS) was drastically reduced to 7.5%, compared with 100% of the controls. The rate of sister chromatid exchange (SCE), an indicator of the hypermutability in XP, was clearly elevated after ultraviolet radiation of skin fibroblasts of the patient.",ger,0.7660455790959627
1216053,M1054104,Leukämie im Kindesalter Wandel in Verlauf and Prognose,,ger,0.7616646080153399
1597330,M1436251,Brain mapping zur Darstellung altersabhängiger Veränderungen in Abgrenzung von Demenz.,"BM-EEG (Brain Mapping) and BM-P300 was studied for age related changes in 63 healthy controls (17.1-87.9 years). Additionally the discriminative power of both functional measures was tested in 21 patients with the clinical diagnosis (NINCDS-ADRDA) of probable dementia of Alzheimer type (DAT) of mild to moderate degree (Global Deterioration Scale, 4.2 +/- 2.6). For global and regional absolute and relative power values in the 4 frequency bands alpha, beta, theta and delta, the alpha-peak, P300 latency and amplitudes, quantitative and topographical aspects were analysed. Despite a broad variation of normal values both tests revealed age related changes. For separation between DAT and normal controls BM-EEG was superior to BM-P300. Relative global and regional theta power was the most sensitive parameter to discriminate both groups. BM data are compared with reported findings of traditional EEG and cognitive evoked potentials.",ger,0.7609745958018942
1666478,M1505439,P300 und Demenz: Diagnostische Relevanz II.,"Recent research on the relationship between ERP-latencies and reduced information process capabilities with demented subjects has yielded divergent results. In the present study P300-latencies and RT are used in an attempt to differentiate between demented and nondemented subjects. Based on the ""feature-integration-theory"" of Treisman an experiment was designed in order to investigate more complex cognitive processes. The results showed that both P300-latency and RT may be used as additional diagnostic indices for cognitive capability.",ger,0.7608246784681494
1765884,M1604873,Critical Illness Polyneuropathie: Klinik und Langzeitergebnisse.,"Patients treated in intensive care units may develop a primary axonal form of polyneuropathy complicating sepsis and multiple organ failure more frequently than previously assumed. This critical illness polyneuropathy causes difficulty in weaning patients from the ventilator and delays further recovery and mobilisation. Over a period of two years we have treated five patients with flaccid tetra- or paraparesis. Recovery of motor function was largely satisfactory, but a long rehabilitation process was necessary. If attention were paid to detecting this disease in the early stages of intensive care neurorehabilitation might be facilitated. Hence, electrophysiological tests should be performed as soon as possible. The clinical outcome was markedly influenced by long-lasting neuropsychological disturbances in three of the five patients as well as by other complications such as joint contractures.",ger,0.760352232392516
1175442,M1013323,"Zur Differentialdiagnose des multiplen Skelettraumas im Kindesalter (""battered child syndrome"")",,ger,0.7589062471699549
176025,M27443156,Therapie der Fatigue bei Multipler Sklerose : Ein Behandlungsalgorithmus.,"Background!#!Fatigue is one of the most frequent symptoms of multiple sclerosis (MS) and one of the main reasons for underemployment and early retirement. The mechanisms of MS-related fatigue are unknown but comorbid disorders play a major role. Anemia, diabetes, side effects of medication and depression should be ruled out. Moreover, excessive daytime sleepiness (EDS) should be differentiated from fatigue. No approved medicinal therapy of MS fatigue is currently available.!##!Objective!#!Presentation of current treatment strategies with a particular focus on secondary fatigue due to sleep disorders.!##!Material and methods!#!A review of the literature was carried out.!##!Results and conclusion!#!All MS patients suffering from fatigue should be questioned with respect to EDS and if necessary sleep medical investigations should be carried out; however, pure fatigue without accompanying EDS can also be caused by a sleep disorder. Medications, particularly freely available antihistamines, can also increase fatigue. Furthermore, anemia, iron deficits, diabetes and hypothyroidism should be excluded. Self-assessment questionnaires show an overlap between depression and fatigue. Several studies have shown that cognitive behavioral therapy and various psychotherapeutic measures, such as vertigo training, progressive exercise training and individualized physiotherapy as well as fatigue management interventions can lead to a significant improvement of MS-related fatigue. There is currently no medication which is suitable for treatment of fatigue, with the exception of fampridine for the treatment of motor functions and motor fatigue.",ger,0.7585480381124603
1880575,M1719630,Affektive und schizophrene Syndrome bei Multipler Sklerose. Literaturübersicht und Kasuistiken.,"Based on reports of three cases, the manic, depressive, schizophrenic and organic mental symptoms coincident to multiple sclerosis (MS) are described. The literature indicates an increased prevalence of psychiatric disturbances in MS. However, the relation between the psychiatric and the neurological disorders remains speculative. The temporal covariance and responsiveness to pharmacotherapy of the psychiatric and neurological symptoms of MS as well as the localisation of MS foci in diagnostic procedures (CT, MRI) are discussed in the light of the literature. The present authors hypothesize that every disturbance of the central nervous system (CNS), especially if chronic-inflammatory and multilocal, increases the probability that psychiatric symptoms will arise (as measured on a continuum ranging from ""psychically conspicuous"" to ""psychically inconspicuous""). To this extent, then, MS would be comparable to other chronic-inflammatory CNS disorders such as AIDS, neuroborrelioses, syphilis and certain forms of viral encephalitis.",ger,0.7583653617366556
1028755,M866500,Tuberöse Sklerose--Frühdiagnose und ihre Bedeutung bei der epilepsie des Kindesalters,"Twenty-three cases of tuberous sclerosis, found in the ten years' material of the authors among 2900 epileptics between o-16 years of age, are presented. 11 patients were treated before the age of 3 years, all showing infantile spasms. The earliest, in most cases congenital extraneural signs were depigmented areas on the skin. They were absent only in one case. They allowed, together with the Westsyndrome to establish the diagnosis if tuberous sclerosis before the appearance of other characteristic symptoms. Sebaceous adenoma, generally accepted as pathognostic for tuberous sclerosis, presented itself in all 12 early cases later then the leukoderma and the epileptic fits. Tuberous sclerosis is one of the important causes of epilepsy in childhood, primarily in early childhood. In this period of life the West-syndrome is the most frequent type of epileptic manifestations of tuberous sclerosis",ger,0.7579557264020045
1856668,M1695720,Evaluation von 196 Patienten mit chronischer myeloischer Leukämie anhand eines Standard-Prognose-Modells.,"The clinical course of 196 patients with chronic myelocytic leukemia (CML) was studied. Prognostic factors were analyzed using a standard prognostic model. From a univariate analysis of patients with nonblastic Philadelphia chromosome-positive CML, splenomegaly, bone marrow fibrosis, percentage of blasts and promyelocytes in the peripheral blood and LDH activity were shown to be factors with a significant negative influence on survival. However, age and the platelet count did not influence survival. The standard prognostic model, generated with the 4 variables (1) percentage of blasts and promyelocytes, (2) spleen size, (3) platelet count and (4) age did not provide a useful representation of risk status in this heterogenous patient population. However, the addition of further variables (LDH, additional chromosomal aberrations, percentage of basophiles/eosinophiles and percentage of bone marrow blasts) to the standard model allowed a separation into 2 patient groups: one with low and the other with intermediate to high risk. Our data support the general validity of the prognostic model; however, the applicability of the model may be compromised in hematologic centers with a heterogenous CML population due to the selection of high-risk patients. In this situation additional risk factors may have to be added to the prognostic formula.",ger,0.757495131301408
1790780,M1629776,Lhermitte-duclos disease. A rare cause of intracranial hypertension in adults.,"In a 39-year old woman hospitalized for intracranial hypertension MRI revealed the presence of abnormal areas in the cerebellar cortex. The negative results of investigations for possible causes, as well as the appearance of radiological abnormalities and their persistence over a 6-month period incited the authors to make a tentative diagnosis of Lhermitte-Duclos disease, despite the lack of anatomicopathological evidence.",fre,0.7351893804587549
785384,M610305,Pathologic lymphangiography in patients with systemic lupus erythematosus and sarcoidosis.,,fre,0.7246133891476563
1986456,M1825725,"Association de polynévrite, dyscrasie plasmocytaire et maladie de Cushing. Une nouvelle observation de ""POEMS"" syndrome?",,fre,0.7226681616179758
1903754,M1742813,Obstetric anaesthesia in patients with primary pulmonary hypertension.,,fre,0.7216634135577888
1425838,M1264670,Letter: Diagnosis of pulmonary emboli in medical practice.,,fre,0.720809440218241
1659068,M1498026,Global programme on AIDS. Unexplained severe immunosuppression in adults without evidence of HIV infection.,,fre,0.7207778679990281
1013601,M851345,Chest x-ray changes in survivors of severe idiopathic respiratory distress syndrome.,,fre,0.7189956441128358
1582783,M1421702,Seconds cancers après traitement pour maladie de Hodgkin: l'expérience de l'International Database on Hodgkin's disease (IDHD).,,fre,0.7174820415689147
407424,M227310,Neuropathie trigéminale isolée révélatrice d'un syndrome de Sharp ou MCTD (mixed connective tissue disease).,"Isolated neuropathies of 5th cranial nerves are rare apart from primary facial neuralgia. A case is reported, in which Raynaud's syndrome was also present, that enabled a diagnosis of mixed connective tissue disease to be established. The authors underline the importance of undertaking complete immunological investigations in order to decide whether there is a particular type of systemic disease present, which could be responsible for these special types of trigeminal nerve disorders.",fre,0.7173740066408512
1547866,M1386778,"Steroid therapy for croup in children admitted to hospital. Infectious Diseases and Immunization Committee, Canadian Paediatric Society.",,fre,0.7152388408797716
1272545,M1111197,[Effect of diazepam on coronary circulation and myocardial metabolism in subjects with normal coronary arteries and patients with coronary arteriosclerosis].,,fre,0.7140878442898386
852813,M677746,"Pulmonary nodular ""pneumonia"" during the acute atypical measles illness.",,fre,0.7140422126610367
782945,M607866,Relapses of ulcer disease after vagotomy for duodenal ulcer (apart from Zollinger Ellison syndrome): synthesis.,,fre,0.7131693901706733
1761594,M1600577,The diagnosis and perioperative management of myocardial ischaemia.,,fre,0.7128518894158893
1593191,M1432112,Cervicobrachial neuralgia: diagnostic problems in neurology.,A population of 205 patients hospitalized for evaluation of cervicobrachial pain was retrospectively studied. Four aetiological groups were individualized: common cervicobrachial neuralgia (CBN) due to nucleus pulposus herniation or spondylarthrosis (119 cases); inflammatory radicular lesion (39 cases); CBN reflecting lesions of the cervicobrachial plexus or the spine (23 cases) and pain of undetermined origin (22 cases). The semiological characteristics of these four groups are discussed.,fre,0.7121733131269542
1517505,M1356408,Global programme on AIDS. Unexplained severe immunosuppression without evidence of HIV infection.,,fre,0.7119917416075292
576027,M400596,"Lung disease caused by aspiration. Le Syndrome de Mendelson. Etude étiologique, thérapeutique et pronostique.",,fre,0.7099455347106078
510224,M330874,Le syndrom néphrotique paranéoplasique au cours de la maladie de Hodgkin.,,fre,0.7099090929974443
480597,M300588,Bronchial brush biopsy in infants and children.,,fre,0.709780610452673
1460569,M1299427,Prevalence of hepatitis C virus infection among patients with inherited bleeding disorders in Newfoundland.,,fre,0.7090368262272143
