,Unnamed: 0.1,Unnamed: 0,DBRECORDID,TITLE,ABSTRACT,LANGUAGE,cosine_scores,Relevance_Point
14,14,1765188,M1604176,"Grippe. Epidémiologie, étiologie, physiopathologie, diagnostic, traitement, prévention.",,fre,0.8497196126065288,2
15,15,1605247,M1444188,Epidémiologie et prévention du cancer colo-rectal.,"Colorectal carcinoma is very common in western countries. It is in the front line of malignant pathology in France. The estimated number of new cases is almost 26,000 per year. The role played by diet in the onset of colorectal carcinomas is well established. The majority of studies indicate the protective role played by green vegetables. The role of other factors remains controversial: protective role of fibres, calcium and vitamins and favorizing role of fats, proteins, red meat, alcohol and calorie intake. The role of bile salts in increasing the size of adenomas and their malignant change is accepted. A number of therapeutic trials have involved modifications in bile salt concentrations. These should enable the proposal of a primary prevention strategy. The early detection of carcinomas and the secondary prevention of colorectal carcinoma (by detection of the adenomas which precede a high proportion of carcinomas) are areas of great interest. Detection of occult blood in stools as a mass screening test is currently being evaluated. Methods used to obtain a high participation rate among the population vary from one country to another, but are now well-defined. It will be necessary to wait for 2 years before being able to determine the effect on mortality and an even longer period to evaluate the effect on the incidence of colorectal carcinoma.",fre,0.8494918448052309,3
16,16,1392157,M1230941,Epidémiologie du trachome,,fre,0.848898068571561,3
17,17,1969448,M1808699,"Rougeole. Epidémiologie, diagnostic, évolution, prévention.",,fre,0.846297937323507,4
18,18,967266,M803857,Epidémiologie et prévention des hepatites virales,,fre,0.8441176695059398,3
19,19,1168219,M1006097,Epidémiologie de la syphilis,,fre,0.8422372013041551,3
20,20,1091378,M929161,The epidemiology of influenza.,,eng,0.7544059242406063,3
21,21,860953,M685886,Epidemiology of influenza.,,eng,0.7544059242406063,3
22,22,251078,M67988,The epidemiology of influenza.,"Although unpredictable, influenza outbreaks are known to occur in three patterns: pandemics every 30 to 40 years, with high excess mortality; epidemics much more frequently, with lower excess mortality; and usually mild sporadic outbreaks. The possibility of a swine-flu pandemic this winter, resembling that of 1918-20, is the result of a unique deviation in the epidemiology of this fascinating disease.",eng,0.7544059242406063,3
23,23,1836734,M1675772,Zur Epidemiologie des Dermatozoenwahns.,,ger,0.7486207277607207,3
24,24,1800284,M1639287,Zur Epidemiologie der Lippen- und Mundhöhlenmalignome.,,ger,0.7486207277607207,3
25,25,1751610,M1590592,Zur Epidemiologie der saginata-Taeniose.,"The aim of the epidemiological analysis was to detect the distribution and changes in the incidence of Taenia saginata and to find the relations between taeniosis and cysticercosis in the district of Halle (Saale). The morbidity rate of taeniosis was calculated at first by the number of notified cases and also by the quantity of anthelmintics in the treatment of T. saginata infections in humans. The morbidity based on notifications did not show any relations to the frequency of metacestodes of T. saginata in cattle. This morbidity rate gave an exact relation to the number of notified cases but not to the number of real cases of cestodes in humans. On the contrary, the theoretical morbidity based on used anthelmintics developed parallel to the degree of infestation in cattle. Therefore this theoretical morbidity is very suitable for epidemiological studies of taeniosis.",ger,0.7486207277607207,3
26,26,1378362,M1217103,Zur Atiologie und Epidemiologie des Mamma-Karzinoms,,ger,0.7486207277607207,3
27,27,1282822,M1121478,Lungenfunktionsprüfungen in der Epidemiologie,,ger,0.7486207277607207,3
28,28,1081844,M919623,Epidemiologie des Bronchialkrebses.,,ger,0.7486207277607207,3
29,29,1049821,M887569,Informations- und Entscheidungsmethoden in der Epidemiologie.,,ger,0.7486207277607207,4
30,30,1017199,M854944,Zur Epidemiologie der Nicht-Hodgkin-Lymphome,"Main sources of information on the epidemiology of malignant tumors are the statistical data on mortality and incidence and the studies on the distribution of frequencies. The mortality from non-Hodgkin's lymphomas ranges between 0.1 and 6 cases per 100 000 per year. Statistics upon incidence are based on cancer registers of the general population. The figures of incidence range between 1 and 10 cases per 100 000 per year (""Cancer Incidence in Five Continents""). Men are affected with non-Hodgkin's lymphoma twice as frequently as women. Burkitt's lymphoma and the lymphoma of small intestine are particularly interesting, showing a peculiar geographical and age distribution.",ger,0.7486207277607207,3
31,31,660570,M485422,Zur Epidemiologie der Vulvamalignome.,,ger,0.7486207277607207,3
32,32,312781,M130270,Zur Atiologie und Epidemiologie arzneimittelbedingter Arbeitsdermatosen,,ger,0.7486207277607207,3
33,33,299934,M117318,Epidemiologie krankenhaus-erworbener Harnwegs-infektionen.,"Among hospital-acquired infections, urinary tract infections are the widest spread. The most common pathogenic agents are E. coli, Enterococci and Proteus mirabilis. Indwelling bladder catheters account for about 70% of infections. Suprapubic urine drainage can reduce the incidence of urinary tract infections by approximatively 50%.",ger,0.7486207277607207,3
34,34,1754758,M1593740,The epidemiology of murder-suicide.,"Objective!#!To review the epidemiology, patterns, and major determinants of murder-suicide and to discuss the clinical and research strategies for identifying the individuals at greatest risk for this type of violence.!##!Data sources!#!Data were obtained from English-language articles based on searches using MEDLINE (from 1966), PsychINFO (from 1967), and EMBASE (from 1974) programs. In addition, relevant articles, books, and monographs identified from the reference list of retrieved articles were reviewed.!##!Study selection!#!Case-control studies, descriptive epidemiologic surveys, and case series were chosen for review.!##!Data extraction!#!Because of the limited scope of the pertinent research literature, all data relevant to the incidence, demographics, circumstances, and precipitants of murder-suicide were summarized by the authors.!##!Data synthesis!#!Murder-suicide occurs with an annual incidence of 0.2 to 0.3 per 100,000 person-years and accounts for approximately 1000 to 1500 deaths yearly in the United States. The annual incidence of these events is relatively constant across industrialized nations and has not significantly changed over several decades. The principal perpetrators are young males with intense sexual jealousy, depressed mothers, or despairing elderly men with ailing spouses. The principal victims are female sexual partners or consanguineous relatives, usually young children. Clinical depression, specific motivations such as male sexual proprietariness or maternal salvation fantasies, and a history of previous suicide attempts are important in explaining underlying psychopathological mechanisms.!##!Conclusions!#!Murder-suicide occupies a distinct epidemiological domain that overlaps with suicide, domestic homicide, and mass murder. These events may be categorized into one of only several phenomenologic typologies that share similar demographics, motivations, and circumstances. Despite the disruption of families and communities caused by murder-suicide, there are no standardized operational definitions, validated taxonomic systems, or national surveillance networks for these events, all of which are needed to develop prevention strategies.",eng,0.7442268829321945,3
35,35,1668349,M1507310,Front-line epidemiology.,,eng,0.7442268829321945,4
36,36,1423289,M1262118,Against Popperized epidemiology.,The recommendation of Popper's philosophy of science should be adopted by epidemiologists is disputed. Reference is made to other authors who have shown that the most constructive elements in Popper's ideas have been advocated by earlier philosophers and have been used in epidemiology without abandoning inductive reasoning. It is argued that Popper's denigration of inductive methods is particularly harmful to epidemiology. Inductive reasoning and statistical inference play a key role in the science; it is suggested that unfamiliarity with these ideas contributes to widespread misunderstanding of the function of epidemiology. Attention is drawn to a common fallacy involving correlations between three random variables. The prevalence of the fallacy may be related to confusion between deductive and inductive logic.,eng,0.7442268829321945,4
37,37,1246436,M1084558,Epidemiology.,,eng,0.7442268829321945,5
38,38,1207165,M1045158,Epidemiology--what it's all about.,,eng,0.7442268829321945,5
39,39,958364,M792817,Computer-taught epidemiology.,,eng,0.7442268829321945,4
40,40,873805,M698742,What is epidemiology?,,eng,0.7442268829321945,5
41,41,484163,M304156,Epidemiology.,,eng,0.7442268829321945,5
42,42,31794,M28166102,Outcome-wide Epidemiology.,"The author proposes that epidemiologic studies should more often assess the associations of a single exposure with multiple outcomes simultaneously. Such ""outcome-wide epidemiology"" will be especially important for exposures that may be beneficial for some outcomes but harmful for others. Outcome-wide epidemiology may also be helpful in prioritizing public health recommendations. Methodologically, the conduct of outcome-wide epidemiology will generally be more straightforward than recent proposals for exposure-wide epidemiologic studies, in which the associations between a single outcome and many exposures are assessed simultaneously. Such exposure-wide studies are likely to be subject to numerous biases because of the inability to make simultaneous confounding control and because exposures are likely to affect, and mediate the effects of, other exposures. These problems simplify considerably in an outcome-wide approach when a single exposure is being considered. Moreover, outcome-wide approaches will generally be more useful than exposure-wide approaches in shaping public health recommendations.",eng,0.7442268829321945,5
43,43,358410,M176687,Epidemiology of pertussis.,,eng,0.7432402054002818,3
44,44,779081,M604002,The epidemiology and prophylaxis of mycoses in perinatology.,,eng,0.7418325873074654,3
45,45,235311,M51538,Serology and epidemiology.,,eng,0.7387979663679813,4
46,46,1683844,M1522806,The clinical epidemiology of poliomyelitis. 1941.,,eng,0.7360028538148742,3
47,47,1503262,M1342134,The epidemiology of genetic epidemiology.,"Familial aggregation for disease is important; strong familial risk factors must exist even if the increased risk to a relative of an affected individual is modest. It is in practice difficult, however, to conduct studies in genetic epidemiology which conform to strict epidemiological principles. For twin studies there are two major questions: Are twins 'no different' from the population on which inference is to be made? Are study twins 'no different' to twins in the population? The importance of each question of bias depends on the scientific question, the trait(s) studied, and sampling issues. The strength of the twin design is its ability to refute the null hypothesis that genetic factors do not explain variation in a trait. Following the Popperian paradigm, alternate hypotheses should be considered in depth (both theoretically and empirically), with a design and sample size sufficient to exclude not just naive explanations. More sophisticated statistical techniques are now being applied, so the philosophy, assumptions, and limitations of statistical modelling must be appreciated. The concept of 'heritability' has, in the past, been misunderstood and misused. New advances in DNA technology promise to revolutionise epidemiological thinking, and so case-control-pedigree designs may well become standard tools. The strengths and limitations of studies based on related individuals as the sampling unit are discussed.",eng,0.7359505045287461,4
48,48,1089332,M927116,Epidemiologie der Influenza.,,ger,0.7332892966018725,3
49,49,179602,M28176362,"Interdisciplinary pharmacometrics linking oseltamivir pharmacology, influenza epidemiology and health economics to inform antiviral use in pandemics.","Aims!#!A modular interdisciplinary platform was developed to investigate the economic impact of oseltamivir treatment by dosage regimen under simulated influenza pandemic scenarios.!##!Methods!#!The pharmacology module consisted of a pharmacokinetic distribution of oseltamivir carboxylate daily area under the concentration-time curve at steady state (simulated for 75 mg and 150 mg twice daily regimens for 5 days) and a pharmacodynamic distribution of viral shedding duration obtained from phase II influenza inoculation data. The epidemiological module comprised a susceptible, exposed, infected, recovered (SEIR) model to which drug effect on the basic reproductive number (R!##!Results!#!Oseltamivir 75 mg relative to no treatment reduced the median number of infected patients, increased change in quality-adjusted life years by deaths averted, and was cost-saving under all scenarios; 150 mg relative to 75 mg was not cost effective in low transmissibility scenarios but was cost saving in high transmissibility scenarios.!##!Conclusion!#!This methodological study demonstrates proof of concept that the disciplines of pharmacology, disease epidemiology and health economics can be linked in a single quantitative framework.",eng,0.7307137546316596,2
50,50,1475134,M1314003,Epidemiology of equine influenza.,,eng,0.7270838891820302,3
51,51,1451223,M1290077,Epidemiology of toxoplasmosis in the U.K.,"The overall rate of toxoplasma infection in the U.K. is between 23-33% though there is evidence of regional variation. Seropositivity increases by 0.5-1.0% per annum to reach about 50% at the age of 60 years. The incidence of acute infection in pregnant women is about 2-2.6% per thousand pregnancies while the transplacental transmission rate is reported to range from 0% to 40%. As there is no official notification of congenital toxoplasma infections within U.K. the true number of cases is not known. However, information relating to the prevalence of infection in the general population in the U.K. is outdated and new studies are urgently required.",eng,0.7270126930204059,3
52,52,1240305,M1078419,Das Rasch-Modell in der klinischen Epidemiologie.,,ger,0.7262948412807565,4
53,53,707436,M532301,Epidemiologie und Prophylaxe der Influenza.,,ger,0.7219701123248796,2
54,54,559300,M383455,Epidemiologie und Diagnostik der Listeroise.,,ger,0.7162597869494006,2
55,55,643241,M468090,Zur Epidemiologie der Infektionskrankheiten.,,ger,0.7126022820805167,2
56,56,1368900,M1207612,Von der Epidemiologie zur Prävention,,ger,0.7114329708096359,2
57,57,295821,M113195,Epidemiologie und Diagnostik der Listeriose. 1.,,ger,0.7072466778243149,2
58,58,300961,M118348,Zur Epidemiologie der Hepatitis B.,"A hepatitis B epidemic was observed in an institution for retarded children. The mode of transmission and the epidemiology of this disease was studied. Approximately 50% of all children in this institution were infected by the enteral route. 7 children were hospitalized with an accute episode of hepatitis B and recovered completely. 9 children showed persisting hepatitis B surface antigen and DANE-particles in the serum without clinical signs of infection. 6 of those 9 children were diagnosed as trisomy 21. All of them excrete HBs Antigen in saliva, tears and urine. 80% of family members and teaching personnel involved with these children were infected, 23% had an acute episode of hepatitis B.",ger,0.7058094339160478,2
59,59,244968,M61652,Zur Epidemiologie und Prophylaxe von Virusinfektionen,,ger,0.7033107264601917,2
60,9,1144111,M981913,"Etiopathogenie, physiopathologie et épidémiologie de la micro-angiopathie diabétique",,fre,0.8643303927593722,2
61,12,1049638,M887386,Approche psychologique en épidémiologie cardio-vasculaire.,"It is quite generally accepted that a certain personality profile long precedes the first manifestations of coronary disease. However the essential traits and above all their place amongst other risk factors remain controversial. The authors undertook a prospective study involving three male populations grouping 2147 adult subjects. Amongst the questions considered, there was the choice of a simple a quick psychological approach applicable to a population ranging over all cultural levels. The study shows that the Bortner auto-transference scale fulfils all these requirements. Thus a given type of behaviour may be analysed as a risk factor, in the same way as various examinations such a blood pressure or cholesterol level.",fre,0.8570051957225855,3
62,16,880254,M705192,"La maladie hydatique: parasitologie, épidémiologie et prophylaxie.",,fre,0.8424658322856516,3
63,18,162033,M28321628,Epidémiologie des fractures péri-trochanteriennes.,,fre,0.8394715601455518,3
64,19,1903565,M1742624,Epidémiologie biologique et clinique des infections onco-rétrovirales HTLV-I et II.,"Human T cell leukemia virus type I and II are endemic in South West Japan and in large parts of the equatorial belt in Central and South America, in Africa, and in some Pacific islands, areas where 1 to 5% of the general populations are infected. Pockets of high prevalence up to 15% and even 35% can be observed. The transmission of HTLV-I includes: maternal to offspring through breast feeding, sexual mainly from men to women and through blood exchange (blood transfusion, intravenous drug abusers, etc.) The diseases being proven to be caused by HTLV-I, include acute adult T cell leukemias as described in Japan, in 1977, in which the HTLV-I provirus is clonally integrated in leukemic cells, and a progressive spastic encephalomyelopathy named TSP/HAM, frequent in HTLV-I endemic areas, and in which an active viral replication takes place. No specific treatment being available, vaccine development, more feasible than for HIV, is critical since 8 to 12% of seropositive individuals develop HTLV-I associated diseases.",fre,0.8376671371418504,3
65,44,976230,M812859,The immunology and epidemiology of influenza virus.,,eng,0.7415081733586222,3
66,45,960293,M795057,A clinical and epidemiological study of gastro-enteritis.,"Over a 13-year period, 2,903 Asian, Coloured and White children with gastro-enteritis were admitted to the Wilkins Infectious Diseases Hospital, Salisbury. During a pilot study of 250 patients conducted over the first 2 years, a definite seasonal variation in the occurrence of gastro-enteritis, with a peak incidence in winter, was noticed, and this led to a more detailed study of 2,653 patients over the next 11 years. Bacterial pathogens were recovered from 27% of patients, strains of Shigella accounting for 12% Salmonella for 7% and Escherichia coli for 8%. A severe outbreak of E. coli infection occurred between October 1971 and December 1972, and 4 of a total of 9 deaths occurred during this period, all in children suffering from E. coli 0111/B4 infections. The bacterial recovery rate was highest in the summer (40%) and lowest in the winter (12%). Winter diarrhoea broke out over 3-month periods during each year and accounted for 37% of the cases, but none of the children who contracted it died. The clinical picture of winter diarrhoea differed from the others and the most serious illness was that caused by enteropathogenic strains of E. coli. The over-all mortality in the series was 0,27%.",eng,0.7405639328438826,3
67,46,1654788,M1493743,Epidemiology of dust-mite-related disease.,"For many years it has been suggested that allergens derived from the house dust mite played a major role in the pathogenesis of asthma, eczema and some cases of allergic rhinitis. Recently, house dust mite allergens have been purified and specific immunoassays developed with which exposure to house dust mites and their allergens can be more easily determined. Using these tools, epidemiological studies have provided confirmatory evidence that not only is house dust mite exposure associated with the majority of cases of asthma in children and young adults, but that it is causally related to the development of asthma.",eng,0.7383227636155593,3
68,47,571336,M395834,The epidemiology of babesial infections.,,eng,0.7344108135785515,3
69,49,825910,M650835,Epidemiologic research.,,eng,0.7316020096439784,4
70,50,292825,M110159,"Diagnostic, epidemiologic, and experimental parasitology: immunologic aspects.",,eng,0.7309136003544089,3
71,53,871121,M696058,Untersuchungen zur Epidemiologie von Staphylokokkeninfektionen in SPV-Versuchstierbeständen.,"The occurrence and spread of staphylococcal infections in stocks of SPF-animals were studied over a period of more than three years. The results were compared with observations made by other authors. Staphylococcus aureus strains isolated from both sick and healthy animals (mice, rats, rabbits, guinea pigs) as well as from veterinary staff were lysotyped with the international phage set for epidemiological investigations. The majority of the lysotypes demonstrated in sick mice and rats belonged to lysogroup III (77% and 96% respectively). S. aureus strains with the phage patterns III 6/42E/47/53/54/75/83A/ +, III 54/83A and III 54/83A/85 were most common amongst these animals. The lysotype 80/3c/47/53/54/75/84/85 + occurred in rabbits and guinea pigs only. S. aureus strains of lysogroup I and II, which are frequently involved in skin infections of man, were either found only very scarcely or not at all discovered in the animals tested. Among the veterinary personnel staphylococcal strains of the lysogroups I and III as well as non-classificable strains occurred at a similar rate of approximately 25% each. Several lysotypes (I 29, III 42E/47/53/54/75/77/84/ + M 187) persisted in members of the staff over a stretch of two to three years without causing infection to the animals under their charge. On the other hand, lysotypes isolated from infection sites (abscesses) in the animals were mostly found also in swabs from the nasopharynx of healthy animals and the personnel. The implications of the importation and the spreading of Staphylococci in animal stocks by veterinary staff are pointed out. Factors promoting staphylococcal diseases in animals and measures to prevent S. aureus infection from SPF-animal stocks are discussed.",ger,0.7176882498251858,3
72,58,1922204,M1761273,"Lyme-Borreliose--Epidemiologie, Atiologie, Diagnostik und Therapie.","The tick-borne Lyme Borreliosis may lead to a wide variety of sequels. Besides symptoms involving skin, joints and heart the infection provokes as a neurologic complication a meningopolyneuritis Garin-Bujadoux-Bannwarth in second state and a progressive encephalomyelitis in third state. Unexpected widespread--as modern laboratory investigations proved--the contamination only occasionally inflicts clinical manifestations. Involvement of the nervous system is substantiated by the demonstration of endogenous Borrelia antibodies in the cerebrospinal fluid. This prove is to claim especially for the assumption of a third state neuroborreliosis with progressive encephalomyelitis. Severe damage can be prevented by prompt diagnosis, specific treatment and follow-up.",ger,0.7023656715847371,3
73,59,208918,M24921,"Atiologie, Pathogenese und Epidemiologie der Hochdruckkrankheit.",,ger,0.7013806944535652,3
